current;S;L(cat);N;L (mm);W (mm);A (mm);H (mm);H(>5mm);CSF (LxW);CSF (A);CSF(>5mm);CSF(LxW+5mm));D;category;PT;
Center North Atlantic Gyre;32;1mm (fs rest);6619;2,799;2,271;4,284;0,009;;0,003411053;0,004155026;;0,003411053;0,935;film;PE;
Center North Atlantic Gyre;32;1mm (fs rest);6620;2,909;1,826;3,615;0,009;;0,003731438;0,004523184;;0,003731438;na;film;*undetermined;
Center North Atlantic Gyre;32;1mm (fs rest);6621;4,023;0,83;2,806;0,83;;0,249284335;0,149243758;;0,249284335;0,935;line;PE;
Center North Atlantic Gyre;32;1mm (fs rest);6622;2,031;1,707;2,352;1,435;;0,770522627;0,935488515;;0,770522627;0,935;fragment;PE;
Center North Atlantic Gyre;32;1mm (fs rest);6623;1,965;1,712;2,394;1,492;;0,813227036;0,964013005;;0,813227036;0,935;fragment;PE;
Center North Atlantic Gyre;32;0.5mm;6624;1,763;1,14;1,446;0,737;;0,519970624;0,613018024;;0,519970624;0,935;fragment;PE;
Center North Atlantic Gyre;32;0.5mm;6625;1,877;1,137;1,469;0,689;;0,471459388;0,568258262;;0,471459388;na;fragment;undetermined;
Center North Atlantic Gyre;32;0.5mm;6626;1,256;0,965;0,815;0,741;;0,673451789;0,821270424;;0,673451789;na;fragment;*PP;
Center North Atlantic Gyre;32;0.5mm;6627;2,048;1,359;2;0,902;;0,54054799;0,637667031;;0,54054799;0,935;fragment;PE;
Center North Atlantic Gyre;32;0.5mm;6628;2,248;1,316;2,431;0,009;;0,005000027;0,005515768;;0,005000027;na;film;*undetermined polymer;
Center North Atlantic Gyre;32;0.5mm;6629;1,664;1,14;1,4;0,781;;0,567057755;0,660073599;;0,567057755;0,935;fragment;PE;
Center North Atlantic Gyre;32;0.5mm;6630;1,46;1,289;1,262;0,009;;0,006268961;0,007655416;;0,006268961;na;film;*zein;
Center North Atlantic Gyre;32;0.5mm;6631;1,417;0,877;0,892;0,009;;0,007714606;0,009105756;;0,007714606;na;film;undetermined;
Center North Atlantic Gyre;32;0.5mm;6632;1,499;1,033;1,115;0,712;;0,572068498;0,67415782;;0,572068498;0,935;fragment;PE;
Center North Atlantic Gyre;32;0.5mm;6633;1;0,785;0,531;0,616;;0,695511772;0,845652726;;0,695511772;0,935;fragment;PE;
Center North Atlantic Gyre;32;0.5mm;6634;1,897;1,403;1,746;1,038;;0,636041584;0,78528245;;0,636041584;0,935;fragment;PE;
Center North Atlantic Gyre;32;0.5mm;6635;1,177;0,789;0,715;0,529;;0,548846388;0,62549598;;0,548846388;0,875;fragment;PP;
Center North Atlantic Gyre;32;0.5mm;6636;1,336;0,965;0,923;0,697;;0,613876888;0,72551654;;0,613876888;0,875;fragment;PP;
Center North Atlantic Gyre;32;0.5mm;6637;1,247;1,052;0,9;0,887;;0,774861226;0,935499956;;0,774861226;0,935;fragment;PE;
Center North Atlantic Gyre;32;0.5mm;6638;1,339;1,084;0,985;0,878;;0,728405234;0,88421906;;0,728405234;0,935;fragment;PE;
Center North Atlantic Gyre;32;0.5mm;6639;1,452;1,228;1,238;0,009;;0,006440446;0,007729264;;0,006440446;0,935;film;PE;
Center North Atlantic Gyre;32;0.5mm;6640;1,099;0,702;0,5;0,009;;0,00979109;0,012162237;;0,00979109;0,935;film;PE;
Center North Atlantic Gyre;32;0.5mm;6641;1,247;0,888;0,762;0,632;;0,600924303;0,724405923;;0,600924303;0,875;fragment;PP;
Center North Atlantic Gyre;32;0.5mm;6642;1,14;0,877;0,708;0,675;;0,674748788;0,801821517;;0,674748788;0,875;fragment;PP;
Center North Atlantic Gyre;32;0.5mm;6643;1,588;1,216;1,392;0,931;;0,670076852;0,789218095;;0,670076852;0,935;fragment;PE;
Center North Atlantic Gyre;32;0.5mm;6644;1,222;0,877;0,808;0,629;;0,607984603;0,700200313;;0,607984603;0,935;fragment;PE;
Center North Atlantic Gyre;32;0.5mm;6645;1,534;0,714;0,669;0,009;;0,008217442;0,010514422;;0,008217442;0,935;film;PE;
Center North Atlantic Gyre;32;0.5mm;6646;1,339;1,042;0,969;0,009;;0,00728072;0,008736482;;0,00728072;na;film;undetermined;
Center North Atlantic Gyre;32;5mm;6647;7,251;0,83;3,065;0,83;0,25;0,185682533;0,142798869;0,185682533;0,185682533;0,935;line;PE;
Center North Atlantic Gyre;32;5mm;6648;8,057;0,83;4,041;0,83;0,25;0,176150274;0,124364258;0,176150274;0,176150274;0,875;line;PP;
Center North Atlantic Gyre;32;5mm;6649;4,621;0,83;3,083;0,83;0,25;0,232595881;0,142381396;0,232595881;0,232595881;0,935;line;PE;
Center North Atlantic Gyre;32;5mm;6650;9,416;0,83;5,544;0,83;0,25;0,162943402;0,106176498;0,162943402;0,162943402;0,875;line;PP;
Center North Atlantic Gyre;33;5mm;6651;5;3,2;na;2,048;1,2;0,512;na;0,3;0,3;0,935;fragment;PE;
Center North Atlantic Gyre;33;5mm;6652;5;3;na;1,8;1;0,464758002;na;0,25819889;0,25819889;0,935;fragment;PE;
Center North Atlantic Gyre;33;5mm;6653;10,5;7;na;4,667;0,8;0,544331054;na;0,093313895;0,093313895;0,935;fragment;PE;
Center North Atlantic Gyre;33;5mm;6654;8,5;3,5;na;1,441;1;0,264224861;na;0,183339699;0,183339699;0,935;fragment;PE;
Center North Atlantic Gyre;33;5mm;6655;7;4,5;na;2,893;1;0,515432395;na;0,178174161;0,178174161;0,935;fragment;PE;
Center North Atlantic Gyre;33;5mm;6656;5;4,5;na;4,05;1;0,853814968;na;0,210818511;0,210818511;0,935;fragment;PE;
Center North Atlantic Gyre;33;5mm;6657;7;6;na;5,143;1;0,793560086;na;0,15430335;0,15430335;0,935;fragment;PE;
Center North Atlantic Gyre;33;5mm;6658;8;7;na;6,125;0,7;0,818487553;na;0,093541435;0,093541435;0,935;fragment;PE;
Center North Atlantic Gyre;33;5mm;6659;9;7;na;5,444;1,5;0,685935525;na;0,188982237;0,188982237;0,935;fragment;PE;
Center North Atlantic Gyre;33;5mm;6660;4;4;na;4;1,2;1;na;0,3;0,3;0,935;fragment;PE;
Center North Atlantic Gyre;33;5mm;6661;5;4,5;na;4,05;0,3;0,853814968;na;0,063245553;0,063245553;0,935;fragment;PE;
Center North Atlantic Gyre;33;5mm;6662;5;5;na;5;0,7;1;na;0,14;0,14;0,935;fragment;PE;
Center North Atlantic Gyre;33;5mm;6663;4;4,5;na;5,063;1,5;1,193242693;na;0,353553391;0,353553391;0,935;fragment;PE;
Center North Atlantic Gyre;33;5mm;6664;5,5;3,5;na;2,227;1,5;0,507642568;na;0,341881729;0,341881729;0,935;fragment;PE;
Center North Atlantic Gyre;33;5mm;6665;6;3;na;1,5;0,8;0,353553391;na;0,188561808;0,188561808;0,935;fragment;PE;
Center North Atlantic Gyre;33;5mm;6666;6,5;4,5;na;3,115;1,5;0,576034819;na;0,277350098;0,277350098;0,935;fragment;PE;
Center North Atlantic Gyre;33;5mm;6667;12;10;na;0,009;0,009;0,000785069;na;0,000821584;0,000821584;0,935;film;PE;
Center North Atlantic Gyre;33;5mm;6668;6;4;na;2,667;1;0,544331054;na;0,204124145;0,204124145;0,875;fragment;PP;
Center North Atlantic Gyre;33;5mm;6669;6;5,5;na;0,009;0,009;0,001497068;na;0,001566699;0,001566699;na;film;undetermined;
Center North Atlantic Gyre;33;2mm (FS);6670;4,844;3,593;11,396;2,665;;0,638821647;0,789467179;;0,638821647;0,935;fragment;PE;
Center North Atlantic Gyre;33;2mm (FS);6671;4,581;2,883;8,817;1,814;;0,499259717;0,611038497;;0,499259717;0,935;fragment;PE;
Center North Atlantic Gyre;33;2mm (FS);6672;4,103;3,062;8,757;2,285;;0,644696784;0,77220246;;0,644696784;0,935;fragment;PE;
Center North Atlantic Gyre;33;2mm (FS);6673;3,865;2,877;7,284;2,142;;0,642222542;0,793496941;;0,642222542;0,935;fragment;PE;
Center North Atlantic Gyre;33;2mm (FS);6674;3,185;2,668;5,615;2,235;;0,766680792;0,943164256;;0,766680792;0,935;fragment;PE;
Center North Atlantic Gyre;33;2mm (FS);6675;5,094;2,692;8,503;1,423;;0,384170641;0,487871087;;0,384170641;0,935;fragment;PE;
Center North Atlantic Gyre;33;2mm (FS);6676;4,692;3,028;9,172;1,954;;0,51843797;0,645240643;;0,51843797;0,935;fragment;PE;
Center North Atlantic Gyre;33;2mm (FS);6677;3,329;2,251;5,485;1,522;;0,556022735;0,649903505;;0,556022735;0,935;fragment;PE;
Center North Atlantic Gyre;33;2mm (FS);6678;6,193;1,827;8,592;0,539;;0,160234563;0,183877623;;0,160234563;0,875;fragment;PP;
Center North Atlantic Gyre;33;2mm (FS rest);6679;4,556;3,614;9,192;0,009;;0,002119398;0,00283657;;0,002119398;0,935;film;PE;
Center North Atlantic Gyre;33;1mm (FS);6680;2,39;1,197;2,178;0,6;;0,354441344;0,40622015;;0,354441344;0,935;fragment;PE;
Center North Atlantic Gyre;33;1mm (FS);6681;2,326;1,396;2,172;0,838;;0,464957826;0,568500977;;0,464957826;0,935;fragment;PE;
Center North Atlantic Gyre;33;1mm (FS);6682;2,309;1,615;2,692;1,13;;0,584955583;0,688467736;;0,584955583;0,935;fragment;PE;
Center North Atlantic Gyre;33;1mm (FS);6683;2,481;1,751;3,041;1,236;;0,592910406;0,708659018;;0,592910406;0,935;fragment;PE;
Center North Atlantic Gyre;33;1mm (FS);6684;2,821;1,239;2,84;0,544;;0,291073274;0,322909154;;0,291073274;0,935;fragment;PE;
Center North Atlantic Gyre;33;1mm (FS);6685;2,548;2,013;3,675;1,59;;0,702209219;0,829582256;;0,702209219;0,935;fragment;PE;
Center North Atlantic Gyre;33;1mm (FS);6686;3,048;2,583;5,657;2,189;;0,780124946;0,920324027;;0,780124946;0,935;fragment;PE;
Center North Atlantic Gyre;33;1mm (FS);6687;1,985;1,503;1,893;1,138;;0,658866921;0,827145941;;0,658866921;0,935;fragment;PE;
Center North Atlantic Gyre;33;1mm (FS);6688;3,051;1,75;3,462;1,004;;0,434403946;0,5394738;;0,434403946;0,935;fragment;PE;
Center North Atlantic Gyre;33;1mm (FS);6689;2,929;2,096;4,456;1,5;;0,60535183;0,710543374;;0,60535183;0,935;fragment;PE;
Center North Atlantic Gyre;33;1mm (FS);6690;2,345;1,442;2,213;0,887;;0,482207122;0,596069591;;0,482207122;0,935;fragment;PE;
Center North Atlantic Gyre;33;1mm (FS);6691;3,828;2,195;5,834;1,259;;0,434204073;0,521091402;;0,434204073;0,935;fragment;PE;
Center North Atlantic Gyre;33;1mm (FS);6692;4,371;2,615;7,716;1,564;;0,462739241;0,563204959;;0,462739241;0,935;fragment;PE;
Center North Atlantic Gyre;33;1mm (FS);6693;3,648;2,11;5,095;1,22;;0,439887315;0,540677114;;0,439887315;0,935;fragment;PE;
Center North Atlantic Gyre;33;1mm (FS);6694;4,304;2,459;7,544;1,405;;0,431846495;0,511498018;;0,431846495;0,935;fragment;PE;
Center North Atlantic Gyre;33;1mm (FS);6695;2,567;1,534;2,793;0,917;;0,461954537;0,548516104;;0,461954537;0,935;fragment;PE;
Center North Atlantic Gyre;33;1mm (FS);6696;3,396;2,488;5,527;1,823;;0,627081577;0,775333124;;0,627081577;0,935;fragment;PE;
Center North Atlantic Gyre;33;1mm (FS);6697;2,702;2,049;3,852;1,554;;0,660366328;0,791690499;;0,660366328;0,935;fragment;PE;
Center North Atlantic Gyre;33;1mm (FS);6698;3,138;2,667;5,183;2,267;;0,783529071;0,995640347;;0,783529071;0,935;fragment;PE;
Center North Atlantic Gyre;33;1mm (FS);6699;2,345;1,744;2,609;1,297;;0,641365287;0,802995432;;0,641365287;0,935;fragment;PE;
Center North Atlantic Gyre;33;1mm (FS);6700;3,846;2,067;5,822;1,111;;0,39400052;0,460400273;;0,39400052;0,935;fragment;PE;
Center North Atlantic Gyre;33;1mm (FS);6701;2,631;1,686;3,491;1,08;;0,512985493;0,578254962;;0,512985493;0,935;fragment;PE;
Center North Atlantic Gyre;33;1mm (FS);6702;2,78;2,231;4,71;1,79;;0,718922642;0,824980895;;0,718922642;0,875;fragment;PP;
Center North Atlantic Gyre;33;1mm (FS);6703;3,552;2,483;5,669;1,736;;0,584461144;0,728999539;;0,584461144;0,875;fragment;PP;
Center North Atlantic Gyre;33;1mm (FS);6704;3,185;1,869;4,29;1,097;;0,449520805;0,529517747;;0,449520805;0,875;fragment;PP;
Center North Atlantic Gyre;33;1mm (FS);6705;2,177;1,434;2,462;0,945;;0,534608776;0,60199911;;0,534608776;0,875;fragment;PP;
Center North Atlantic Gyre;33;1mm (FS);6706;2,137;1,538;2,396;1,107;;0,610559116;0,715096647;;0,610559116;0,875;fragment;PP;
Center North Atlantic Gyre;33;1mm (FS);6707;3,009;1,876;4,426;1,17;;0,492284282;0,555952613;;0,492284282;0,875;fragment;PP;
Center North Atlantic Gyre;33;1mm (FS);6708;3,448;1,879;5,124;1,024;;0,402290044;0,452357445;;0,402290044;0,875;fragment;PP;
Center North Atlantic Gyre;33;1mm (FS);6709;1,689;1,537;1,911;1,399;;0,868093145;1,011783848;;0,868093145;0,935;fragment;PE;
Center North Atlantic Gyre;33;1mm (FS);6710;1,892;1,538;2,29;1,25;;0,732913641;0,826178326;;0,732913641;0,935;fragment;PE;
Center North Atlantic Gyre;33;1mm (FS);6711;2,955;1,789;3,947;1,083;;0,471063314;0,545167092;;0,471063314;0,935;fragment;PE;
Center North Atlantic Gyre;33;1mm (FS);6712;3,292;1,944;5,154;1,148;;0,453789718;0,505662197;;0,453789718;0,935;fragment;PE;
Center North Atlantic Gyre;33;1mm (FS);6713;3,235;2,23;5,432;1,537;;0,572329151;0,6595619;;0,572329151;0,935;fragment;PE;
Center North Atlantic Gyre;33;1mm (FS);6714;1,873;1,606;2,065;1,377;;0,793983807;0,958281881;;0,793983807;0,935;fragment;PE;
Center North Atlantic Gyre;33;1mm (FS);6715;1,937;1,538;2,189;1,221;;0,707522201;0,825391837;;0,707522201;0,935;fragment;PE;
Center North Atlantic Gyre;33;1mm (FS);6716;2,562;1,632;2,858;1,04;;0,508407026;0,614936216;;0,508407026;0,935;fragment;PE;
Center North Atlantic Gyre;33;1mm (FS);6717;2,146;1,615;2,402;1,215;;0,65285121;0,784203605;;0,65285121;0,935;fragment;PE;
Center North Atlantic Gyre;33;1mm (FS);6718;3,031;2,393;5,296;1,889;;0,701512063;0,82096657;;0,701512063;0,935;fragment;PE;
Center North Atlantic Gyre;33;1mm (FS);6719;4,123;1,846;5,296;0,827;;0,299590159;0,359150165;;0,299590159;0,935;fragment;PE;
Center North Atlantic Gyre;33;1mm (FS);6720;2,308;1,242;2,219;0,668;;0,394755952;0,448671761;;0,394755952;0,935;fragment;PE;
Center North Atlantic Gyre;33;1mm (FS);6721;2,547;1,769;3,095;1,229;;0,578826401;0,698387398;;0,578826401;0,935;fragment;PE;
Center North Atlantic Gyre;33;1mm (FS);6722;3,388;2,031;3,811;1,218;;0,464140839;0,62367304;;0,464140839;0,935;fragment;PE;
Center North Atlantic Gyre;33;1mm (FS);6723;3,016;2,269;4,556;1,707;;0,652536393;0,799734436;;0,652536393;0,935;fragment;PE;
Center North Atlantic Gyre;33;1mm (FS);6724;2,667;1,769;3,077;1,173;;0,540203291;0,668911869;;0,540203291;0,935;fragment;PE;
Center North Atlantic Gyre;33;1mm (FS);6725;3,36;1,769;4,053;0,931;;0,382017126;0,462623922;;0,382017126;0,935;fragment;PE;
Center North Atlantic Gyre;33;1mm (FS);6726;3,105;2,317;4,793;1,729;;0,644609414;0,789744752;;0,644609414;0,935;fragment;PE;
Center North Atlantic Gyre;33;1mm (FS);6727;2,176;1,51;2,302;1,048;;0,578065545;0,690625077;;0,578065545;0,935;fragment;PE;
Center North Atlantic Gyre;33;1mm (FS);6728;2,887;1,839;3,485;1,171;;0,508396343;0,627502244;;0,508396343;0,935;fragment;PE;
Center North Atlantic Gyre;33;1mm (FS);6729;2,972;2,327;4,68;1,822;;0,692821517;0,842211244;;0,692821517;0,935;fragment;PE;
Center North Atlantic Gyre;33;1mm (FS);6730;2,615;2,214;3,621;1,874;;0,779038435;0,985074955;;0,779038435;0,935;fragment;PE;
Center North Atlantic Gyre;33;1mm (FS);6731;1,878;1,48;1,917;1,166;;0,699599018;0,842396951;;0,699599018;0,935;fragment;PE;
Center North Atlantic Gyre;33;1mm (FS);6732;2,36;1,715;2,917;1,246;;0,619481273;0,729706192;;0,619481273;0,935;fragment;PE;
Center North Atlantic Gyre;33;1mm (FS);6733;3,271;2,371;5,373;1,719;;0,617129795;0,74143681;;0,617129795;0,935;fragment;PE;
Center North Atlantic Gyre;33;1mm (rest);6734;3,51;1,908;4,721;0,009;;0,003323194;0,003958052;;0,003323194;0,935;film;PE;
Center North Atlantic Gyre;33;1mm (rest);6735;3,129;2,031;4,143;0,009;;0,003411463;0,004225139;;0,003411463;0,935;film;PE;
Center North Atlantic Gyre;33;1mm (rest);6736;2,886;1,684;3,054;0,009;;0,00390103;0,00492112;;0,00390103;0,935;film;PE;
Center North Atlantic Gyre;33;1mm (rest);6737;2,074;1,544;2,187;1,149;;0,642329423;0,777251284;;0,642329423;0,875;fragment;PP;
Center North Atlantic Gyre;33;1mm (rest);6738;2,271;1,337;1,857;0,787;;0,451722174;0,577616683;;0,451722174;0,935;fragment;PE;
Center North Atlantic Gyre;33;1mm (rest);6739;2,017;1,527;2,154;1,156;;0,658718269;0,787679108;;0,658718269;0,935;fragment;PE;
Center North Atlantic Gyre;33;1mm (rest);6740;1,755;1,544;2,162;1,358;;0,825192482;0,923824821;;0,825192482;0,935;fragment;PE;
Center North Atlantic Gyre;33;0.5mm;6741;1,027;0,439;0,323;0,188;;0,27947381;0,330184997;;0,27947381;0,935;fragment;PE;
Center North Atlantic Gyre;33;0.5mm;6742;1,728;1,228;1,308;0,873;;0,59907603;0,763043195;;0,59907603;0,935;fragment;PE;
Center North Atlantic Gyre;33;0.5mm;6743;2,628;1,303;2,2;0,646;;0,349123098;0,435564153;;0,349123098;0,935;fragment;PE;
Center North Atlantic Gyre;33;0.5mm;6744;1,554;0,936;1,031;0,564;;0,467452247;0,555227989;;0,467452247;na;fragment;PP ;
Center North Atlantic Gyre;33;0.5mm;6745;1;0,787;0,562;0,619;;0,698171471;0,826192612;;0,698171471;0,935;fragment;PE;
Center North Atlantic Gyre;33;0.5mm;6746;1,825;1,083;1,492;0,643;;0,457139113;0,52615007;;0,457139113;na;fragment;PP ;
Center North Atlantic Gyre;33;0.5mm;6747;1,588;0,614;0,708;0,009;;0,008709416;0,010220728;;0,008709416;na;film;PEP;
Center North Atlantic Gyre;33;0.5mm;6748;0,894;0,685;0,4;0,525;;0,670701965;0,829876809;;0,670701965;0,935;fragment;PE;
Center North Atlantic Gyre;33;0.5mm;6749;0,903;0,744;0,423;0,613;;0,747872868;0,942514276;;0,747872868;0,935;fragment;PE;
Center North Atlantic Gyre;33;0.5mm;6750;0,945;0,526;0,354;0,293;;0,41527033;0,492082645;;0,41527033;0,935;fragment;PE;
Center North Atlantic Gyre;33;0.5mm;6751;1,617;1,364;1,562;1,151;;0,774740975;0,920615337;;0,774740975;0,875;fragment;PP;
Center North Atlantic Gyre;33;0.5mm;6752;1,703;0,877;1,215;0,452;;0,369553584;0,409728713;;0,369553584;0,875;fragment;PP;
Center North Atlantic Gyre;33;0.5mm;6753;1,295;0,877;0,777;0,594;;0,557307307;0,673781231;;0,557307307;na;fragment;PP ;
Center North Atlantic Gyre;33;0.5mm;6754;2,287;1,384;2,008;0,838;;0,470765782;0,591049918;;0,470765782;0,935;fragment;PE;
Center North Atlantic Gyre;33;5mm;6755;9,022;0,83;5,645;0,83;;0,166463336;0,105222359;;0,166463336;0,935;line;PE;
Center North Atlantic Gyre;33;5mm;6756;4,062;0,83;3,195;0,83;;0,248084736;0,13986356;;0,248084736;na;line;undetermined;
Center North Atlantic Gyre;33;5mm;6757;9,416;0,83;6,645;0,83;;0,162943402;0,096982308;;0,162943402;0,935;line;PE;
Center North Atlantic Gyre;34;5mm;6758;29;16,5;na;9,388;4;0,429169568;na;0,182860128;0,182860128;0,935;fragment;PE;
Center North Atlantic Gyre;34;5mm;6759;49;19;na;0,009;0,009;0,000281854;na;0,000294963;0,000294963;0,935;film;PE;
Center North Atlantic Gyre;34;5mm;6760;15;13,5;na;0,009;0,009;0,000604346;na;0,000632456;0,000632456;0,935;film;PE;
Center North Atlantic Gyre;34;5mm;6761;7;7;na;0,009;0,009;0,001228571;na;0,001285714;0,001285714;0,935;film;PE;
Center North Atlantic Gyre;34;5mm;6762;10;6;na;0,009;0,009;0,001110255;na;0,001161895;0,001161895;0,875;film;PP;
Center North Atlantic Gyre;34;5mm;6763;7,5;4;na;2,133;1,5;0,389491596;na;0,273861279;0,273861279;0,875;fragment;PP;
Center North Atlantic Gyre;34;5mm;6764;7,5;5;na;0,009;0,009;0,001404374;na;0,001469694;0,001469694;0,935;film;PE;
Center North Atlantic Gyre;34;5mm;6765;5,5;3;na;0,009;0,009;0,002117174;na;0,002215647;0,002215647;0,935;film;PE;
Center North Atlantic Gyre;34;5mm;6766;15;8;na;0,009;0,009;0,000785069;na;0,000821584;0,000821584;0,935;film;PE;
Center North Atlantic Gyre;34;5mm;6767;5;4;na;0,009;0,009;0,001923018;na;0,002012461;0,002012461;0,935;film;PE;
Center North Atlantic Gyre;34;5mm;6768;7;3;na;0,009;0,009;0,001876674;na;0,001963961;0,001963961;0,935;film;PE;
Center North Atlantic Gyre;34;5mm;6769;9,5;6,5;na;0,009;0,009;0,00109441;na;0,001145313;0,001145313;na;film;undetermined;
Center North Atlantic Gyre;34;2mm (FS);6770;4,073;2,725;7,846;1,823;;0,547240391;0,650870295;;0,547240391;0,935;fragment;PE;
Center North Atlantic Gyre;34;2mm (FS);6771;5,31;3,258;11,592;1,999;;0,480601186;0,587122133;;0,480601186;0,935;fragment;PE;
Center North Atlantic Gyre;34;2mm (FS);6772;5,647;3,517;10,982;2,19;;0,491509448;0,66097682;;0,491509448;0,935;fragment;PE;
Center North Atlantic Gyre;34;2mm (FS);6773;4,909;3,381;12,692;2,329;;0,571581558;0,653630453;;0,571581558;0,935;fragment;PE;
Center North Atlantic Gyre;34;2mm (FS);6774;5,749;2,684;12,16;1,253;;0,318996049;0,359340301;;0,318996049;0,935;fragment;PE;
Center North Atlantic Gyre;34;2mm (FS);6775;4,405;2,941;8,249;1,964;;0,545536317;0,683665217;;0,545536317;0,875;fragment;PP;
Center North Atlantic Gyre;34;2mm (FS);6776;5,931;2,779;9,396;1,302;;0,320730997;0,424793307;;0,320730997;0,875;fragment;PP;
Center North Atlantic Gyre;34;2mm (FS);6777;3,871;3,264;9,166;2,752;;0,774266498;0,909048809;;0,774266498;0,875;fragment;PP;
Center North Atlantic Gyre;34;5mm;6778;5,251;3,472;13,35;0,009;0,009;0,00201413;0,002353736;0,002107811;0,002107811;0,935;film;PE;
Center North Atlantic Gyre;34;1mm (FS);6779;1,689;1,537;1,911;1,399;;0,868093145;1,011783848;;0,868093145;0,935;fragment;PE;
Center North Atlantic Gyre;34;1mm (FS);6780;1,892;1,538;2,29;1,25;;0,732913641;0,826178326;;0,732913641;0,935;fragment;PE;
Center North Atlantic Gyre;34;1mm (FS);6781;2,955;1,789;3,947;1,083;;0,471063314;0,545167092;;0,471063314;0,935;fragment;PE;
Center North Atlantic Gyre;34;1mm (FS);6782;3,292;1,944;5,154;1,148;;0,453789718;0,505662197;;0,453789718;0,935;fragment;PE;
Center North Atlantic Gyre;34;1mm (FS);6783;3,235;2,23;5,432;1,537;;0,572329151;0,6595619;;0,572329151;0,935;fragment;PE;
Center North Atlantic Gyre;34;1mm (FS);6784;1,873;1,606;2,065;1,377;;0,793983807;0,958281881;;0,793983807;0,935;fragment;PE;
Center North Atlantic Gyre;34;1mm (FS);6785;1,937;1,538;2,189;1,221;;0,707522201;0,825391837;;0,707522201;0,935;fragment;PE;
Center North Atlantic Gyre;34;1mm (FS);6786;2,562;1,632;2,858;1,04;;0,508407026;0,614936216;;0,508407026;0,935;fragment;PE;
Center North Atlantic Gyre;34;1mm (FS);6787;2,146;1,615;2,402;1,215;;0,65285121;0,784203605;;0,65285121;0,935;fragment;PE;
Center North Atlantic Gyre;34;1mm (FS);6788;3,031;2,393;5,296;1,889;;0,701512063;0,82096657;;0,701512063;0,935;fragment;PE;
Center North Atlantic Gyre;34;1mm (FS);6789;4,123;1,846;5,296;0,827;;0,299590159;0,359150165;;0,299590159;0,935;fragment;PE;
Center North Atlantic Gyre;34;1mm (FS);6790;2,308;1,242;2,219;0,668;;0,394755952;0,448671761;;0,394755952;0,935;fragment;PE;
Center North Atlantic Gyre;34;1mm (FS);6791;2,547;1,769;3,095;1,229;;0,578826401;0,698387398;;0,578826401;0,935;fragment;PE;
Center North Atlantic Gyre;34;1mm (FS);6792;3,388;2,031;3,811;1,218;;0,464140839;0,62367304;;0,464140839;0,935;fragment;PE;
Center North Atlantic Gyre;34;1mm (FS);6793;3,016;2,269;4,556;1,707;;0,652536393;0,799734436;;0,652536393;0,935;fragment;PE;
Center North Atlantic Gyre;34;1mm (FS);6794;2,667;1,769;3,077;1,173;;0,540203291;0,668911869;;0,540203291;0,935;fragment;PE;
Center North Atlantic Gyre;34;1mm (FS);6795;3,36;1,769;4,053;0,931;;0,382017126;0,462623922;;0,382017126;0,935;fragment;PE;
Center North Atlantic Gyre;34;1mm (FS);6796;3,105;2,317;4,793;1,729;;0,644609414;0,789744752;;0,644609414;0,935;fragment;PE;
Center North Atlantic Gyre;34;1mm (FS);6797;2,176;1,51;2,302;1,048;;0,578065545;0,690625077;;0,578065545;0,935;fragment;PE;
Center North Atlantic Gyre;34;1mm (FS);6798;2,887;1,839;3,485;1,171;;0,508396343;0,627502244;;0,508396343;0,935;fragment;PE;
Center North Atlantic Gyre;34;1mm (FS);6799;2,972;2,327;4,68;1,822;;0,692821517;0,842211244;;0,692821517;0,935;fragment;PE;
Center North Atlantic Gyre;34;1mm (FS);6800;2,615;2,214;3,621;1,874;;0,779038435;0,985074955;;0,779038435;0,935;fragment;PE;
Center North Atlantic Gyre;34;1mm (FS);6801;1,878;1,48;1,917;1,166;;0,699599018;0,842396951;;0,699599018;0,935;fragment;PE;
Center North Atlantic Gyre;34;1mm (FS);6802;2,36;1,715;2,917;1,246;;0,619481273;0,729706192;;0,619481273;0,875;fragment;PP;
Center North Atlantic Gyre;34;1mm (FS);6803;3,271;2,371;5,373;1,719;;0,617129795;0,74143681;;0,617129795;0,875;fragment;PP;
Center North Atlantic Gyre;34;1mm (rest);6804;5,604;2,497;8,377;0,009;;0,002299006;0,002971353;;0,002299006;0,935;film;PE;
Center North Atlantic Gyre;34;1mm (rest);6805;3,507;1,826;3,632;0,009;;0,003398444;0,004512586;;0,003398444;0,935;film;PE;
Center North Atlantic Gyre;34;1mm (rest);6806;3,222;2,748;5,208;0,009;;0,002890196;0,003768452;;0,002890196;0,935;film;PE;
Center North Atlantic Gyre;34;1mm (rest);6807;3,477;2,171;5,183;0,009;;0,003130158;0,003777529;;0,003130158;0,935;film;PE;
Center North Atlantic Gyre;34;1mm (rest);6808;3,178;2,666;5,406;0,009;;0,002954551;0,003698796;;0,002954551;0,935;film;PE;
Center North Atlantic Gyre;34;1mm (rest);6809;3,83;2,711;7,511;0,009;;0,002668912;0,003137976;;0,002668912;0,935;film;PE;
Center North Atlantic Gyre;34;1mm (rest);6810;2,526;1,992;3,169;0,009;;0,003833868;0,004831003;;0,003833868;0,935;film;PE;
Center North Atlantic Gyre;34;1mm (rest);6811;2,887;1,996;4,193;0,009;;0,003582571;0,004199872;;0,003582571;0,935;film;PE;
Center North Atlantic Gyre;34;1mm (rest);6812;2,129;1,726;2,501;0,009;;0,00448632;0,00543803;;0,00448632;0,935;film;PE;
