current;S;L(cat);N;L (mm);W (mm);A (mm);H (mm);H(>5mm);CSF (LxW);CSF (A);CSF(>5mm);CSF(LxW+5mm));D;category;PT;
Center North Atlantic Gyre;25;0.5mm;3982;1,086;1,169;0,577;1,258;;1,116804175;1,656575715;;1,116804175;0,935;fragment;;
Center North Atlantic Gyre;25;0.5mm;3983;1,145;1,204;0,642;1,266;;1,078279877;1,580083264;;1,078279877;0,935;fragment;;
Center North Atlantic Gyre;25;0.5mm;3984;1,493;1,228;1,35;1,01;;0,745946771;0,869300725;;0,745946771;0,935;fragment;;
Center North Atlantic Gyre;25;0.5mm;3985;1,748;1,136;1,626;0,738;;0,523908391;0,578968538;;0,523908391;0,935;fragment;;
Center North Atlantic Gyre;25;0.5mm;3986;1,667;1,226;1,547;0,902;;0,630713759;0,724936862;;0,630713759;0,935;fragment;;
Center North Atlantic Gyre;25;0.5mm;3987;1,457;1,136;1,114;0,886;;0,688459139;0,839178823;;0,688459139;0,935;fragment;;
Center North Atlantic Gyre;25;0.5mm;3988;2,064;1,483;2,098;1,066;;0,609041922;0,735647676;;0,609041922;0,935;fragment;;
Center North Atlantic Gyre;25;0.5mm;3989;1,145;1,205;0,577;1,268;;1,079623528;1,669478001;;1,079623528;0,935;fragment;;
Center North Atlantic Gyre;25;0.5mm;3990;1,466;1,25;1,023;1,066;;0,787343169;1,053775844;;0,787343169;0,935;fragment;;
Center North Atlantic Gyre;25;0.5mm;3991;1,306;1,364;0,682;1,425;;1,067349842;1,725016988;;1,067349842;0,935;fragment;;
Center North Atlantic Gyre;25;0.5mm;3992;2,255;0,978;2,176;0,424;;0,2856199;0,287542284;;0,2856199;0,935;fragment;;
Center North Atlantic Gyre;25;0.5mm;3993;1,34;1,017;0,747;0,772;;0,661186887;0,893052122;;0,661186887;0,935;fragment;;
Center North Atlantic Gyre;25;0.5mm;3994;1,97;1,136;1,967;0,655;;0,437893156;0,467076758;;0,437893156;0,935;fragment;;
Center North Atlantic Gyre;25;0.5mm;3995;0,985;1,136;0,511;1,31;;1,238548881;1,832778503;;1,238548881;0,935;fragment;;
Center North Atlantic Gyre;25;0.5mm;3996;1,95;1,009;1,691;0,522;;0,372207253;0,401491095;;0,372207253;0,935;fragment;;
Center North Atlantic Gyre;25;0.5mm;3997;1,416;1,654;1,036;1,932;;1,262433114;1,898138418;;1,262433114;0,935;fragment;;
Center North Atlantic Gyre;25;0.5mm;3998;1,557;1,045;1,219;0,701;;0,549846566;0,635246258;;0,549846566;0,935;fragment;;
Center North Atlantic Gyre;25;0.5mm;3999;1,34;1,136;0,97;0,963;;0,780567203;0,977835944;;0,780567203;0,935;fragment;;
Center North Atlantic Gyre;25;0.5mm;4000;1,667;1,213;1,337;0,883;;0,620708656;0,763344003;;0,620708656;0,935;fragment;;
Center North Atlantic Gyre;25;0.5mm;4001;1,179;1,017;0,787;0,877;;0,801144253;0,98887349;;0,801144253;0,935;fragment;;
Center North Atlantic Gyre;25;0.5mm;4002;1,056;1,404;0,577;1,867;;1,533044581;2,457436988;;1,533044581;0,935;fragment;;
Center North Atlantic Gyre;25;0.5mm;4003;2,319;0,909;2,098;0,356;;0,245411382;0,245993865;;0,245411382;0,935;fragment;;
Center North Atlantic Gyre;25;0.5mm;4004;1,34;1,293;1,062;1,248;;0,947852129;1,210681742;;0,947852129;0,935;fragment;;
Center North Atlantic Gyre;25;0.5mm;4005;1,435;0,795;1,01;0,44;;0,412356497;0,438249742;;0,412356497;0,935;fragment;;
Center North Atlantic Gyre;25;0.5mm;4006;1,448;1,103;1,141;0,84;;0,66482972;0,786574098;;0,66482972;0,935;fragment;;
Center North Atlantic Gyre;25;0.5mm;4007;1,627;1,25;1,088;0,96;;0,673416402;0,92069975;;0,673416402;0,935;fragment;;
Center North Atlantic Gyre;25;0.5mm;4008;1,448;1,009;1,193;0,703;;0,581679699;0,643714881;;0,581679699;0,935;fragment;;
Center North Atlantic Gyre;25;0.5mm;4009;1,384;1,28;0,813;1,184;;0,889428045;1,312920944;;0,889428045;0,935;fragment;;
Center North Atlantic Gyre;25;0.5mm;4010;0,978;0,855;0,433;0,747;;0,817411776;1,135924395;;0,817411776;0,935;fragment;;
Center North Atlantic Gyre;25;0.5mm;4011;1,145;1,25;0,656;1,365;;1,140661516;1,684855344;;1,140661516;0,935;fragment;;
Center North Atlantic Gyre;25;0.5mm;4012;1,448;1,25;0,564;1,079;;0,802069823;1,436851588;;0,802069823;0,935;fragment;;
Center North Atlantic Gyre;25;0.5mm;4013;1,435;1,366;1,101;1,3;;0,928748654;1,239241184;;0,928748654;0,935;fragment;;
Center North Atlantic Gyre;25;0.5mm;4014;1,466;1,25;0,878;1,066;;0,787343169;1,137466979;;0,787343169;0,875;fragment;;
Center North Atlantic Gyre;25;0.5mm;4015;1,54;0,909;1,337;0,537;;0,453486897;0,46402496;;0,453486897;0,935;fragment;;
Center North Atlantic Gyre;25;0.5mm;4016;1,792;1,271;1,35;0,901;;0,597325861;0,77586509;;0,597325861;0,935;fragment;;
Center North Atlantic Gyre;25;0.5mm;4017;1,536;1,279;1,298;1,065;;0,759834473;0,934786705;;0,759834473;0,935;fragment;;
Center North Atlantic Gyre;25;0.5mm;4018;1,379;0,909;0,918;0,599;;0,535179446;0,625377367;;0,535179446;0,935;fragment;;
Center North Atlantic Gyre;25;0.5mm;4019;1,536;0,909;1,272;0,538;;0,455259483;0,476972121;;0,455259483;0,935;fragment;;
Center North Atlantic Gyre;25;0.5mm;4020;1,398;1,22;0,97;1,065;;0,815227815;1,081002312;;0,815227815;0,935;fragment;;
Center North Atlantic Gyre;25;0.5mm;4021;1,306;1,249;0,8;1,194;;0,935252531;1,335477902;;0,935252531;0,935;fragment;;
Center North Atlantic Gyre;25;0.5mm;4022;1,789;0,884;1,114;0,437;;0,347346468;0,413858228;;0,347346468;0,935;fragment;;
Center North Atlantic Gyre;25;0.5mm;4023;1,145;0,855;0,774;0,638;;0,645269209;0,725698562;;0,645269209;0,875;fragment;;
Center North Atlantic Gyre;25;0.5mm;4024;1,08;1,364;0,577;1,723;;1,4193383;2,267864373;;1,4193383;0,935;fragment;;
Center North Atlantic Gyre;25;0.5mm;4025;1,024;1,402;0,315;1,92;;1,602035315;3,420115665;;1,602035315;0,935;fragment;;
Center North Atlantic Gyre;25;0.5mm;4026;1,435;1,023;0,944;0,729;;0,6019156;0,750608312;;0,6019156;0,935;fragment;;
Center North Atlantic Gyre;25;0.5mm;4027;1,179;0,909;0,774;0,701;;0,676978876;0,796605831;;0,676978876;0,935;fragment;;
Center North Atlantic Gyre;25;0.5mm;4028;1,878;1,209;1,534;0,778;;0,516530617;0,628411804;;0,516530617;0,935;fragment;;
Center North Atlantic Gyre;25;0.5mm;4029;1,08;1,25;0,564;1,447;;1,245172115;1,926445462;;1,245172115;0,935;fragment;;
Center North Atlantic Gyre;25;0.5mm;4030;1,239;1,118;0,813;1,009;;0,857147861;1,118837535;;0,857147861;0,935;fragment;;
Center North Atlantic Gyre;25;0.5mm;4031;1,056;1,42;0,538;1,909;;1,559324991;2,603284501;;1,559324991;0,935;fragment;;
Center North Atlantic Gyre;25;0.5mm;4032;1,335;1,25;0,957;1,17;;0,906031133;1,196417595;;0,906031133;0,935;fragment;;
Center North Atlantic Gyre;25;0.5mm;4033;1,398;1,25;1,088;1,118;;0,845481798;1,071515375;;0,845481798;0,935;fragment;;
Center North Atlantic Gyre;25;0.5mm;4034;2,828;1,023;1,862;0,37;;0,217567661;0,271195216;;0,217567661;0,935;fragment;;
Center North Atlantic Gyre;25;0.5mm;4035;1,536;1,078;1,101;0,757;;0,58795125;0,721028857;;0,58795125;0,935;fragment;;
Center North Atlantic Gyre;25;0.5mm;4036;1,145;1,023;0,708;0,914;;0,844510825;1,086248405;;0,844510825;0,935;fragment;;
Center North Atlantic Gyre;25;0.5mm;4037;1,651;1,136;1,101;0,782;;0,570751271;0,744930798;;0,570751271;0,935;fragment;;
Center North Atlantic Gyre;25;0.5mm;4038;2;1,916;1,285;1,836;;0,937666205;1,619233387;;0,937666205;0,935;fragment;;
Center North Atlantic Gyre;25;0.5mm;4039;1,233;1,322;0,76;1,417;;1,110203438;1,625897029;;1,110203438;0,935;fragment;;
Center North Atlantic Gyre;25;0.5mm;4040;1,384;1,364;0,983;1,344;;0,978402199;1,355863256;;0,978402199;0,935;fragment;;
Center North Atlantic Gyre;25;0.5mm;4041;1,864;0,935;1,665;0,469;;0,355261835;0,363471359;;0,355261835;0,935;fragment;;
Center North Atlantic Gyre;25;0.5mm;4042;1,448;1,023;1,167;0,723;;0,593827913;0,669032596;;0,593827913;0,935;fragment;;
Center North Atlantic Gyre;25;0.5mm;4043;1,128;1,474;0,708;1,926;;1,49376602;2,289123578;;1,49376602;0,935;fragment;;
Center North Atlantic Gyre;25;0.5mm;4044;2,281;1,256;1,39;0,692;;0,408598277;0,586606125;;0,408598277;0,935;fragment;;
Center North Atlantic Gyre;25;0.5mm;4045;1,379;1,25;1,023;1,133;;0,863015549;1,120257714;;0,863015549;0,935;fragment;;
Center North Atlantic Gyre;25;0.5mm;4046;1,639;0,909;1,35;0,504;;0,413026003;0,433892286;;0,413026003;0,935;fragment;;
Center North Atlantic Gyre;25;0.5mm;4047;1,639;1,25;1,285;0,953;;0,66603429;0,840987438;;0,66603429;0,935;fragment;;
Center North Atlantic Gyre;25;0.5mm;4048;1,536;1,205;1,075;0,945;;0,694854296;0,911756034;;0,694854296;0,935;fragment;;
Center North Atlantic Gyre;25;0.5mm;4049;2;1,045;1,39;0,546;;0,377684744;0,463121758;;0,377684744;0,935;fragment;;
Center North Atlantic Gyre;25;0.5mm;4050;1,179;1,045;0,629;0,926;;0,83445655;1,167867178;;0,83445655;0,935;fragment;;
Center North Atlantic Gyre;25;0.5mm;4051;2,173;1,053;1,573;0,51;;0,337328447;0,40684844;;0,337328447;0,935;fragment;;
Center North Atlantic Gyre;25;0.5mm;4052;2,415;1,023;2,045;0,433;;0,275700623;0,303031291;;0,275700623;0,935;fragment;;
Center North Atlantic Gyre;25;0.5mm;4053;1,179;1,25;0,747;1,325;;1,091677381;1,533366321;;1,091677381;0,935;fragment;;
Center North Atlantic Gyre;25;0.5mm;4054;1,145;1,114;0,76;1,084;;0,95966478;1,243248944;;0,95966478;0,935;fragment;;
Center North Atlantic Gyre;25;0.5mm;4055;1,145;0,909;0,734;0,722;;0,707355272;0,842314447;;0,707355272;0,935;fragment;;
Center North Atlantic Gyre;25;0.5mm;4056;1,295;1,198;0,721;1,108;;0,889775769;1,305197506;;0,889775769;0,935;fragment;;
Center North Atlantic Gyre;25;0.5mm;4057;1,335;1,338;1,062;1,341;;1,00337268;1,301273851;;1,00337268;0,935;fragment;;
Center North Atlantic Gyre;25;0.5mm;4058;1,134;1,136;0,616;1,138;;1,002646669;1,449950754;;1,002646669;0,935;fragment;;
Center North Atlantic Gyre;25;0.5mm;4059;1,651;1,25;1,219;0,946;;0,658786073;0,857178166;;0,658786073;0,935;fragment;;
Center North Atlantic Gyre;25;0.5mm;4060;1,789;1,15;1,586;0,739;;0,515384377;0,586994117;;0,515384377;0,935;fragment;;
Center North Atlantic Gyre;25;0.5mm;4061;1,416;1,111;1,167;0,872;;0,694986244;0,806918061;;0,694986244;0,935;fragment;;
Center North Atlantic Gyre;25;0.5mm;4062;1,335;1,009;0,76;0,763;;0,657074859;0,874770786;;0,657074859;0,935;fragment;;
Center North Atlantic Gyre;25;0.5mm;4063;1,448;0,964;0,983;0,642;;0,543203686;0,64730468;;0,543203686;0,935;fragment;;
Center North Atlantic Gyre;25;0.5mm;4064;1,667;1,286;1,246;0,992;;0,67757606;0,888765763;;0,67757606;0,935;fragment;;
Center North Atlantic Gyre;25;0.5mm;4065;1,306;1,25;0,878;1,196;;0,936375957;1,276819748;;0,936375957;0,935;fragment;;
Center North Atlantic Gyre;25;0.5mm;4066;1,493;1,023;0,905;0,701;;0,567183697;0,73682978;;0,567183697;0,935;fragment;;
Center North Atlantic Gyre;25;0.5mm;4067;1,239;1,25;0,839;1,261;;1,013346706;1,376790115;;1,013346706;0,935;fragment;;
Center North Atlantic Gyre;25;0.5mm;4068;1,702;1,35;1,075;1,071;;0,706417288;1,032770321;;0,706417288;0,935;fragment;;
Center North Atlantic Gyre;25;0.5mm;4069;0,978;1,198;0,406;1,467;;1,355741671;2,303094534;;1,355741671;0,935;fragment;;
Center North Atlantic Gyre;25;0.5mm;4070;1,239;1,25;0,76;1,261;;1,013346706;1,446578225;;1,013346706;0,935;fragment;;
Center North Atlantic Gyre;25;0.5mm;4071;1,691;1,023;1,613;0,619;;0,470541615;0,48729334;;0,470541615;0,935;fragment;;
Center North Atlantic Gyre;25;0.5mm;4072;1,28;1,25;0,983;1,221;;0,965050555;1,231213298;;0,965050555;0,935;fragment;;
Center North Atlantic Gyre;25;0.5mm;4073;1,651;1,182;1,219;0,846;;0,605766992;0,76645388;;0,605766992;0,935;fragment;;
Center North Atlantic Gyre;25;0.5mm;4074;1,489;0,795;1,114;0,424;;0,39012937;0,402158233;;0,39012937;0,935;fragment;;
Center North Atlantic Gyre;25;0.5mm;4075;2,522;1,136;1,35;0,512;;0,302308163;0,440397349;;0,302308163;0,935;fragment;;
Center North Atlantic Gyre;25;0.5mm;4076;1,145;1,688;0,669;2,489;;1,789989294;3,042470241;;1,789989294;0,935;fragment;;
Center North Atlantic Gyre;25;0.5mm;4077;1,81;1,25;1,39;0,863;;0,573914447;0,732207294;;0,573914447;0,935;fragment;;
Center North Atlantic Gyre;25;0.5mm;4078;1,557;1,185;1,272;0,902;;0,663964113;0,799658453;;0,663964113;0,875;fragment;;
Center North Atlantic Gyre;25;0.5mm;4079;1,619;1,136;1,101;0,797;;0,587756207;0,759654569;;0,587756207;0,935;fragment;;
Center North Atlantic Gyre;25;0.5mm;4080;2,039;0,909;1,862;0,405;;0,297659663;0,296975555;;0,297659663;0,935;fragment;;
Center North Atlantic Gyre;25;0.5mm;4081;1,086;1,023;0,642;0,964;;0,914257881;1,202690632;;0,914257881;0,935;fragment;;
Center North Atlantic Gyre;25;0.5mm;4082;2,25;1,25;2,072;0,694;;0,414086662;0,482439249;;0,414086662;0,935;fragment;;
Center North Atlantic Gyre;25;0.5mm;4083;1,489;1,136;1,114;0,867;;0,666385365;0,821144086;;0,666385365;0,935;fragment;;
Center North Atlantic Gyre;25;0.5mm;4084;2,003;0,909;1,508;0,413;;0,305720387;0,335927955;;0,305720387;0,935;fragment;;
Center North Atlantic Gyre;25;0.5mm;4085;1,295;1,023;0,774;0,808;;0,702115884;0,91856738;;0,702115884;0,935;fragment;;
Center North Atlantic Gyre;25;0.5mm;4086;1,233;1,136;0,8;1,047;;0,884347357;1,170169011;;0,884347357;0,935;fragment;;
Center North Atlantic Gyre;25;0.5mm;4087;1,217;1,159;0,8;1,104;;0,929371364;1,234045862;;0,929371364;0,935;fragment;;
Center North Atlantic Gyre;25;0.5mm;4088;1,435;1,136;0,957;0,899;;0,704351827;0,919282077;;0,704351827;0,935;fragment;;
Center North Atlantic Gyre;25;0.5mm;4089;1,335;1,364;0,878;1,394;;1,03276059;1,487305613;;1,03276059;0,935;fragment;;
Center North Atlantic Gyre;25;0.5mm;4090;1,398;1,25;1,049;1,118;;0,845481798;1,091252145;;0,845481798;0,935;fragment;;
Center North Atlantic Gyre;25;0.5mm;4091;1,81;1,472;1,35;1,197;;0,733404977;1,030315328;;0,733404977;0,935;fragment;;
Center North Atlantic Gyre;25;0.5mm;4092;1,239;1,294;0,8;1,351;;1,067319527;1,510957514;;1,067319527;0,935;fragment;;
Center North Atlantic Gyre;25;0.5mm;4093;1,466;1,525;1,023;1,586;;1,060971725;1,568439966;;1,060971725;0,935;fragment;;
Center North Atlantic Gyre;25;0.5mm;4094;1,591;1,204;1,259;0,911;;0,658316076;0,812025989;;0,658316076;0,935;fragment;;
Center North Atlantic Gyre;25;0.5mm;4095;1,792;1,136;1,521;0,72;;0,504731592;0,583920941;;0,504731592;0,935;fragment;;
Center North Atlantic Gyre;25;0.5mm;4096;2,029;1,136;1,678;0,636;;0,41893286;0,490996773;;0,41893286;0,935;fragment;;
Center North Atlantic Gyre;25;0.5mm;4097;1,233;1,023;0,852;0,849;;0,755733781;0,919535273;;0,755733781;0,935;fragment;;
Center North Atlantic Gyre;25;0.5mm;4098;1,435;0,643;1,206;0,288;;0,299942915;0,262359256;;0,299942915;0,935;fragment;;
Center North Atlantic Gyre;25;0.5mm;4099;1,557;1,023;0,931;0,672;;0,5325747;0,696606968;;0,5325747;0,935;fragment;;
Center North Atlantic Gyre;25;0.5mm;4100;1,239;1,25;0,839;1,261;;1,013346706;1,376790115;;1,013346706;0,935;fragment;;
Center North Atlantic Gyre;25;0.5mm;4101;1,591;0,959;1,128;0,578;;0,467974987;0,544267604;;0,467974987;0,935;fragment;;
Center North Atlantic Gyre;25;0.5mm;4102;2,383;1,114;2,058;0,521;;0,319625722;0,363014234;;0,319625722;0,935;fragment;;
Center North Atlantic Gyre;25;0.5mm;4103;1,217;0,795;0,826;0,519;;0,527976783;0,571417656;;0,527976783;0,935;fragment;;
Center North Atlantic Gyre;25;0.5mm;4104;1,335;0,949;0,905;0,675;;0,599345736;0,70913165;;0,599345736;0,935;fragment;;
Center North Atlantic Gyre;25;0.5mm;4105;2,29;1,023;2,072;0,457;;0,298579665;0,317483317;;0,298579665;0,935;fragment;;
Center North Atlantic Gyre;25;0.5mm;4106;1,557;1,25;1,206;1,004;;0,719336505;0,913813899;;0,719336505;0,935;fragment;;
Center North Atlantic Gyre;25;0.5mm;4107;1,591;1,25;1,101;0,982;;0,696401584;0,935957625;;0,696401584;0,935;fragment;;
Center North Atlantic Gyre;25;0.5mm;4108;1,947;1,286;1,337;0,849;;0,536800023;0,734598914;;0,536800023;0,935;fragment;;
Center North Atlantic Gyre;25;0.5mm;4109;1,195;1,023;0,734;0,876;;0,792066404;1,022198719;;0,792066404;0,935;fragment;;
Center North Atlantic Gyre;25;0.5mm;4110;1,145;1,125;0,682;1,105;;0,973913876;1,338466084;;0,973913876;0,935;fragment;;
Center North Atlantic Gyre;25;0.5mm;4111;1,239;1,286;0,721;1,335;;1,057436978;1,571965457;;1,057436978;0,935;fragment;;
Center North Atlantic Gyre;25;0.5mm;4112;1,306;1,205;0,852;1,112;;0,886269502;1,204511968;;0,886269502;0,935;fragment;;
Center North Atlantic Gyre;25;0.5mm;4113;1,591;1,421;1,259;1,269;;0,844084349;1,131110701;;0,844084349;0,935;fragment;;
Center North Atlantic Gyre;25;0.5mm;4114;1,792;1,023;1,455;0,584;;0,431326799;0,484152039;;0,431326799;0,935;fragment;;
Center North Atlantic Gyre;25;0.5mm;4115;1,81;1,094;1,796;0,661;;0,469902895;0,493404269;;0,469902895;0,935;fragment;;
Center North Atlantic Gyre;25;0.5mm;4116;1,595;1,205;1,075;0,91;;0,656658453;0,878029635;;0,656658453;0,935;fragment;;
Center North Atlantic Gyre;25;0.5mm;4117;1,393;1,364;0,983;1,336;;0,968935529;1,347103192;;0,968935529;0,935;fragment;;
Center North Atlantic Gyre;25;0.5mm;4118;1,667;1,172;0,983;0,824;;0,589505712;0,831080064;;0,589505712;0,935;fragment;;
Center North Atlantic Gyre;25;0.5mm;4119;1,195;1,25;0,813;1,308;;1,069826033;1,450129702;;1,069826033;0,935;fragment;;
Center North Atlantic Gyre;25;0.5mm;4120;1,81;0,909;0,931;0,457;;0,355899979;0,473123316;;0,355899979;0,935;fragment;;
Center North Atlantic Gyre;25;0.5mm;4121;1,639;1,125;1,403;0,772;;0,568670047;0,65192443;;0,568670047;0,935;fragment;;
Center North Atlantic Gyre;25;0.5mm;4122;1,557;1,476;1,324;1,399;;0,922989196;1,216018298;;0,922989196;0,935;fragment;;
Center North Atlantic Gyre;25;0.5mm;4123;1,595;1,13;1,232;0,801;;0,596316236;0,721258336;;0,596316236;0,935;fragment;;
Center North Atlantic Gyre;25;0.5mm;4124;1,591;0,795;1,036;0,397;;0,353220112;0,390287103;;0,353220112;0,935;fragment;;
Center North Atlantic Gyre;25;0.5mm;4125;2,335;1,323;1,731;0,75;;0,426490576;0,569749916;;0,426490576;0,935;fragment;;
Center North Atlantic Gyre;25;0.5mm;4126;1,086;1,25;0,511;1,439;;1,234867275;2,012703263;;1,234867275;0,935;fragment;;
Center North Atlantic Gyre;25;0.5mm;4127;1,466;1,364;1,049;1,269;;0,897471364;1,239101909;;0,897471364;0,935;fragment;;
Center North Atlantic Gyre;25;0.5mm;4128;1,145;1,238;0,76;1,339;;1,124275475;1,535426411;;1,124275475;0,875;fragment;;
Center North Atlantic Gyre;25;0.5mm;4129;1,128;1,023;0,459;0,928;;0,863673911;1,369417347;;0,863673911;0,935;fragment;;
Center North Atlantic Gyre;25;0.5mm;4130;0,944;1,136;0,433;1,367;;1,32010813;2,077498507;;1,32010813;na;fragment;;
Center North Atlantic Gyre;25;0.5mm;4131;1,957;0,964;1,836;0,475;;0,345723827;0,350450677;;0,345723827;0,935;fragment;;
Center North Atlantic Gyre;25;0.5mm;4132;1,702;1,364;1,429;1,093;;0,717434442;0,914435485;;0,717434442;0,935;fragment;;
Center North Atlantic Gyre;25;0.5mm;4133;1,489;1,13;1,036;0,858;;0,66111288;0,842524059;;0,66111288;0,935;fragment;;
Center North Atlantic Gyre;25;0.5mm;4134;2,29;1,045;1,298;0,477;;0,308262866;0,418561956;;0,308262866;0,935;fragment;;
Center North Atlantic Gyre;25;0.5mm;4135;1,97;1,023;1,285;0,531;;0,374208899;0,468633658;;0,374208899;0,935;fragment;;
Center North Atlantic Gyre;25;0.5mm;4136;2,026;1,023;1,429;0,517;;0,358801532;0,432111388;;0,358801532;0,935;fragment;;
Center North Atlantic Gyre;25;0.5mm;4137;1,195;1,22;0,59;1,246;;1,031544311;1,621532846;;1,031544311;0,935;fragment;;
Center North Atlantic Gyre;25;0.5mm;4138;1,718;0,909;1,337;0,481;;0,384867364;0,415947869;;0,384867364;0,935;fragment;;
Center North Atlantic Gyre;25;0.5mm;4139;1,489;1,364;0,603;1,249;;0,876757539;1,609071664;;0,876757539;0,935;fragment;;
Center North Atlantic Gyre;25;0.5mm;4140;1,493;1,607;0,944;1,73;;1,116693797;1,780270308;;1,116693797;0,935;fragment;;
Center North Atlantic Gyre;25;0.5mm;4141;1,493;1,233;1,193;1,018;;0,75050727;0,932279477;;0,75050727;0,935;fragment;;
Center North Atlantic Gyre;25;0.5mm;4142;1,744;1,194;1,547;0,817;;0,566482854;0,657229451;;0,566482854;0,935;fragment;;
Center North Atlantic Gyre;25;0.5mm;4143;2;1,234;1,613;0,761;;0,484649474;0,599491652;;0,484649474;0,935;fragment;;
Center North Atlantic Gyre;25;0.5mm;4144;1,595;1,125;1,495;0,793;;0,592362766;0,648968715;;0,592362766;0,935;fragment;;
Center North Atlantic Gyre;25;0.5mm;4145;1,85;1,446;1,98;1,13;;0,69102673;0,803215836;;0,69102673;0,935;fragment;;
Center North Atlantic Gyre;25;0.5mm;4146;1,651;1,042;1,56;0,658;;0,50139612;0,52653357;;0,50139612;0,935;fragment;;
Center North Atlantic Gyre;25;0.5mm;4147;1,335;1,475;0,944;1,63;;1,161358043;1,677323292;;1,161358043;0,935;fragment;;
Center North Atlantic Gyre;25;0.5mm;4148;1,748;1,023;1,429;0,599;;0,447714653;0,500833909;;0,447714653;0,935;fragment;;
Center North Atlantic Gyre;25;0.5mm;4149;1,667;1,25;1,285;0,937;;0,649324246;0,826861674;;0,649324246;0,935;fragment;;
Center North Atlantic Gyre;25;0.5mm;4150;1,195;1,045;0,76;0,914;;0,817753813;1,048233125;;0,817753813;0,935;fragment;;
Center North Atlantic Gyre;25;0.5mm;4151;1,702;0,682;1,429;0,273;;0,253651379;0,228608871;;0,253651379;na;fragment;;
Center North Atlantic Gyre;25;0.5mm;4152;1,448;0,682;1,049;0,321;;0,323238974;0,313626278;;0,323238974;0,935;fragment;;
Center North Atlantic Gyre;25;0.5mm;4153;1,557;1,136;0,852;0,829;;0,623210237;0,897941932;;0,623210237;0,935;fragment;;
Center North Atlantic Gyre;25;0.5mm;4154;1,179;1,204;0,682;1,23;;1,031974635;1,488836411;;1,031974635;0,935;fragment;;
Center North Atlantic Gyre;25;0.5mm;4155;1,384;1,023;0,852;0,756;;0,63549087;0,819210254;;0,63549087;0,935;fragment;;
Center North Atlantic Gyre;25;0.5mm;4156;1,435;1,017;1,062;0,721;;0,596627927;0,699403412;;0,596627927;0,935;fragment;;
Center North Atlantic Gyre;25;0.5mm;4157;1,864;1,006;1,875;0,543;;0,39648623;0,396505684;;0,39648623;0,935;fragment;;
Center North Atlantic Gyre;25;0.5mm;4158;2,064;1,205;1,364;0,704;;0,446083368;0,602361513;;0,446083368;0,935;fragment;;
Center North Atlantic Gyre;25;0.5mm;4159;1,448;0,851;1,141;0,5;;0,450548447;0,468217602;;0,450548447;0,935;fragment;;
Center North Atlantic Gyre;25;0.5mm;4160;1,639;0,909;1,246;0,504;;0,413026003;0,451637289;;0,413026003;0,935;fragment;;
Center North Atlantic Gyre;25;0.5mm;4161;1,54;1,22;1,062;0,966;;0,705112907;0,937857125;;0,705112907;0,935;fragment;;
