current;S;L(cat);N;L (mm);W (mm);A (mm);H (mm);H(>5mm);category;PT;
Center North Atlantic Gyre;22;1mm (FS);290;3,246;2,373;4,964;1,734790203;;fragment;PE;
Center North Atlantic Gyre;22;1mm (FS);291;2,024;1,426;1,893;1,004681818;;fragment;PE;
Center North Atlantic Gyre;22;1mm (FS);292;2,168;1,538;2,314;1,091071956;;fragment;PE;
Center North Atlantic Gyre;22;1mm (FS);293;3,579;1,679;3,917;0,787661637;;fragment;PE;
Center North Atlantic Gyre;22;1mm (FS);294;2,019;1,353;1,834;0,906690936;;fragment;PE;
Center North Atlantic Gyre;22;1mm (FS);295;1,873;1,557;2,012;1,294313401;;fragment;PE;
Center North Atlantic Gyre;22;1mm (FS);296;3,785;2,169;5,112;1,242948745;;fragment;PE;
Center North Atlantic Gyre;22;1mm (FS);297;2,504;1,707;3,112;1,163677716;;fragment;PE;
Center North Atlantic Gyre;22;1mm (FS);298;3,043;2,217;4,663;1,615211633;;fragment;PE;
Center North Atlantic Gyre;22;1mm (FS);299;2,433;1,772;2,935;1,290581176;;fragment;PE;
Center North Atlantic Gyre;22;1mm (FS);300;1,801;1,53;1,917;1,299777901;;fragment;PE;
Center North Atlantic Gyre;22;1mm (FS);301;2,287;1,606;2,751;1,127781373;;fragment;PE;
Center North Atlantic Gyre;22;1mm (FS);302;4,33;2,692;7,432;1,673640647;;fragment;PE;
Center North Atlantic Gyre;22;1mm (FS);303;2,236;1,462;2,343;0,955923077;;fragment;PE;
Center North Atlantic Gyre;22;1mm (FS);304;2,939;1,953;4,361;1,297791426;;fragment;PE;
Center North Atlantic Gyre;22;1mm (FS);305;2,728;2,455;4,467;2,209320015;;fragment;PE;
Center North Atlantic Gyre;22;1mm (FS);306;2,071;1,863;2,32;1,675890391;;fragment;PE;
Center North Atlantic Gyre;22;1mm (FS);307;3,202;1,792;4,195;1,002893192;;fragment;PE;
Center North Atlantic Gyre;22;1mm (FS);308;3,488;2,512;5,781;1,809100917;;fragment;PE;
Center North Atlantic Gyre;22;1mm (FS);309;1,694;1,305;1,544;1,005327627;;fragment;PE;
Center North Atlantic Gyre;22;1mm (FS);310;2,58;1,911;3,385;1,415473256;;fragment;PE;
Center North Atlantic Gyre;22;1mm (FS);311;2,732;1,284;2,343;0,603461201;;fragment;PE;
Center North Atlantic Gyre;22;1mm (FS);312;2,429;1,652;2,935;1,123550432;;fragment;PE;
Center North Atlantic Gyre;22;1mm (FS);313;4,265;2,482;7,178;1,444390152;;fragment;PE;
Center North Atlantic Gyre;22;1mm (FS);314;2,287;1,768;2,751;1,366779187;;fragment;PE;
Center North Atlantic Gyre;22;1mm (FS);315;3,628;2,027;4,911;1,132505237;;fragment;PE;
Center North Atlantic Gyre;22;1mm (FS);316;2,67;2,067;4,03;1,600183146;;fragment;PE;
Center North Atlantic Gyre;22;1mm (FS);317;5,267;2,54;8,651;1,224909816;;fragment;PE;
Center North Atlantic Gyre;22;1mm (FS);318;2,817;1,978;3,799;1,388883209;;fragment;PE;
Center North Atlantic Gyre;22;1mm (FS);319;1,859;1,523;2,036;1,247729424;;fragment;PE;
Center North Atlantic Gyre;22;1mm (FS);320;2,481;1,077;2,249;0,467524788;;fragment;PE;
Center North Atlantic Gyre;22;1mm (FS);321;1,431;1,231;1,243;1,058952481;;fragment;PE;
Center North Atlantic Gyre;22;1mm (FS);322;3,154;2,034;4,763;1,311717185;;fragment;PE;
Center North Atlantic Gyre;22;1mm (FS);323;3,556;2,013;4,68;1,13953009;;fragment;PE;
Center North Atlantic Gyre;22;1mm (FS);324;2,88;2,262;4,219;1,7766125;;fragment;PE;
Center North Atlantic Gyre;22;1mm (FS);325;2,561;1,81;3,231;1,279226865;;fragment;PE;
Center North Atlantic Gyre;22;1mm (FS);326;4,647;0,991;3,438;0,83;;line;PE;
Center North Atlantic Gyre;22;1mm (FS);327;3,364;0,952;2,609;0,83;;line;PE;
Center North Atlantic Gyre;22;1mm (FS rest);328;1,951;1,43;1,861;1,048;;fragment;PE;
Center North Atlantic Gyre;22;1mm (FS rest);329;1,951;1,448;1,727;1,075;;fragment;PE;
Center North Atlantic Gyre;22;1mm (FS rest);330;2,812;1,42;3,162;0,717;;fragment;PE;
Center North Atlantic Gyre;22;1mm (FS rest);331;2,603;1,875;3,649;1,351;;fragment;*PE;
Center North Atlantic Gyre;22;1mm (FS rest);332;1,885;1,213;1,63;0,781;;fragment;PE;
Center North Atlantic Gyre;22;1mm (FS rest);333;1,878;1,323;1,52;0,932;;fragment;PE;
Center North Atlantic Gyre;22;1mm (FS rest);334;1,591;1,299;1,326;1,061;;fragment;PE;
Center North Atlantic Gyre;22;1mm (FS rest);335;2,651;1,434;2,043;0,776;;fragment;PE;
Center North Atlantic Gyre;22;1mm (FS rest);336;2,034;1,36;1,885;0,909;;fragment;PE;
Center North Atlantic Gyre;22;1mm (FS rest);337;2,219;1,814;2,457;1,483;;fragment;PE;
Center North Atlantic Gyre;22;1mm (FS rest);338;2,072;1,434;2,116;0,992;;fragment;PE;
Center North Atlantic Gyre;22;1mm (FS rest);339;1,536;1,211;1,082;0,955;;fragment;PE;
Center North Atlantic Gyre;22;1mm (FS rest);340;2,092;1,611;2,372;1,241;;fragment;PE;
Center North Atlantic Gyre;22;1mm (FS rest);341;1,825;1,57;1,909;1,351;;fragment;PE;
Center North Atlantic Gyre;22;1mm (FS rest);342;1,438;1,085;1,082;0,819;;fragment;PE;
Center North Atlantic Gyre;22;1mm (FS rest);343;1,346;1,103;1,058;0,904;;fragment;PE;
Center North Atlantic Gyre;22;1mm (FS rest);344;1,929;1,42;1,958;1,045;;fragment;PE;
Center North Atlantic Gyre;22;1mm (FS rest);345;1,683;1,323;1,569;1,04;;fragment;PE;
Center North Atlantic Gyre;22;1mm (FS rest);346;2,233;1,794;2,773;1,441;;fragment;PE;
Center North Atlantic Gyre;22;1mm (FS rest);347;1,257;0,993;0,936;0,784;;fragment;PE;
Center North Atlantic Gyre;22;1mm (FS rest);348;2,233;1,654;2,359;1,225;;fragment;PE;
Center North Atlantic Gyre;22;1mm (FS rest);349;2,409;1,505;2,396;0,94;;fragment;PE;
Center North Atlantic Gyre;22;1mm (FS rest);350;2,827;0,83;2,104;0,83;;line;PE;
Center North Atlantic Gyre;22;1mm (FS rest);351;2,421;1,544;1,897;0,009;;film;PE;
Center North Atlantic Gyre;22;1mm (FS rest);352;2,36;1,727;2,08;0,009;;film;PE;
Center North Atlantic Gyre;22;5mm;353;6,877;0,83;4,707;0,83;;line;PE;
Center North Atlantic Gyre;22;1mm (FS rest);354;3,836;0,83;1,885;0,83;;line;PE;
Center North Atlantic Gyre;22;1mm (FS rest);355;2,376;1,975;2,627;0,009;;film;PE;
Center North Atlantic Gyre;22;1mm (FS rest);356;3,551;2,692;5,814;0,009;;film;*undetermined;
Center North Atlantic Gyre;22;1mm (FS rest);357;2,449;1,315;1,873;0,009;;film;PE;
Center North Atlantic Gyre;22;1mm (FS rest);358;3,354;1,782;4,184;0,009;;film;undetermined;
Center North Atlantic Gyre;22;1mm (FS rest);359;1,973;1,508;1,788;0,009;;film;PE;
Center North Atlantic Gyre;22;1mm (FS rest);360;3,751;2,086;4,95;0,009;;film;PE;
Center North Atlantic Gyre;22;1mm (FS rest);361;4,391;2,178;6,799;0,009;;film;PE;
Center North Atlantic Gyre;22;1mm (FS rest);362;3,206;1,872;3,636;0,009;;film;PE;
Center North Atlantic Gyre;22;1mm (FS rest);363;2,614;2,149;3,405;0,009;;film;PE;
Center North Atlantic Gyre;22;1mm (FS rest);364;2,478;1,741;2,53;0,009;;film;PE;
Center North Atlantic Gyre;22;1mm (FS rest);365;3,243;2,095;4,172;0,009;;film;PE;
Center North Atlantic Gyre;22;1mm (FS rest);366;2,219;1,764;2,128;0,009;;film;PE;
Center North Atlantic Gyre;22;1mm (FS rest);367;3,028;2,073;4,038;0,009;;film;PE;
Center North Atlantic Gyre;22;1mm (FS rest);368;2,846;1,813;3,405;0,009;;film;PE;
Center North Atlantic Gyre;22;1mm (FS rest);369;5,425;1,3;3,965;0,009;;film;PE;
Center North Atlantic Gyre;22;1mm (FS rest);370;4,964;3,118;9,389;0,009;;film;PE;
Center North Atlantic Gyre;22;1mm (FS rest);371;2,121;1,5;2,372;1,061;;fragment;PE;
Center North Atlantic Gyre;22;1mm (FS rest);372;2,517;1,638;2,639;0,009;;film;PE;
Center North Atlantic Gyre;22;1mm (FS rest);373;3,745;2,581;6,13;0,009;;film;*undetermined polymer;
Center North Atlantic Gyre;22;1mm (FS rest);374;3,376;2,222;4,889;0,009;;film;PE;
Center North Atlantic Gyre;22;1mm (FS rest);375;4,185;1,875;5,522;0,009;;film;PE;
Center North Atlantic Gyre;22;1mm (FS rest);376;2,233;1,628;2,08;0,009;;film;PE;
Center North Atlantic Gyre;22;1mm (FS rest);377;2,539;1,872;3,004;0,009;;film;PE;
Center North Atlantic Gyre;22;0.5mm;378;1,725;1,178;1,537;0,804;;fragment;PE;
Center North Atlantic Gyre;22;0.5mm;379;1,934;0,850;2,084;0,009;;film ;PE;
Center North Atlantic Gyre;22;0.5mm;380;2,259;1,129;2,243;0,564;;fragment;PE;
Center North Atlantic Gyre;22;0.5mm;381;1,433;1,042;0,653;0,758;;fragment;PE;
Center North Atlantic Gyre;22;0.5mm;382;1,849;1,178;1,810;0,751;;fragment;PE;
Center North Atlantic Gyre;22;0.5mm;383;1,194;0,773;0,844;0,500;;fragment;PE;
Center North Atlantic Gyre;22;0.5mm;384;1,433;0,765;0,993;0,009;;film;PE;
Center North Atlantic Gyre;22;0.5mm;385;1,627;0,917;0,822;0,009;;film ;PE;
Center North Atlantic Gyre;22;0.5mm;386;1,557;0,753;1,385;0,009;;film ;PE;
Center North Atlantic Gyre;22;0.5mm;387;1,653;1,350;1,077;0,009;;film ;PE;
Center North Atlantic Gyre;22;0.5mm;388;3,220;0,536;2,723;0,009;;film;PE;
Center North Atlantic Gyre;22;0.5mm;389;2,706;0,968;1,365;0,346;;fragment;PE;
Center North Atlantic Gyre;22;0.5mm;390;1,537;1,074;0,821;0,750;;fragment;PE;
Center North Atlantic Gyre;22;0.5mm;391;3,689;1,192;3,100;0,009;;film;PE;
Center North Atlantic Gyre;22;0.5mm;392;1,328;1,217;0,794;1,115;;fragment;PE;
Center North Atlantic Gyre;22;0.5mm;393;1,348;0,745;1,136;0,412;;fragment;PE;
Center North Atlantic Gyre;22;0.5mm;394;1,310;1,455;1,068;1,616;;fragment;PE;
Center North Atlantic Gyre;22;0.5mm;395;1,807;0,991;1,850;0,009;;film;*PE;
Center North Atlantic Gyre;22;0.5mm;396;2,514;1,407;2,351;0,009;;film;PE;
Center North Atlantic Gyre;22;0.5mm;397;2,985;0,914;2,476;0,280;;fragment;PE;
Center North Atlantic Gyre;22;0.5mm;398;1,672;1,086;1,798;0,705;;fragment;PE;
Center North Atlantic Gyre;22;0.5mm;399;2,294;1,210;1,984;0,009;;film;*PEP;
Center North Atlantic Gyre;22;0.5mm;400;1,571;0,699;1,317;0,311;;fragment;PE;
Center North Atlantic Gyre;22;0.5mm;401;2,827;1,672;1,939;0,989;;fragment;PE;
Center North Atlantic Gyre;22;0.5mm;402;1,086;0,860;0,580;0,681;;fragment;PP;
Center North Atlantic Gyre;22;0.5mm;403;3,066;1,755;2,896;0,009;;film;PP;
Center North Atlantic Gyre;22;0.5mm;404;2,304;1,312;2,057;0,009;;film;PE;
Center North Atlantic Gyre;22;0.5mm;405;2,067;0,699;2,236;0,236;;fragment;PE;
Center North Atlantic Gyre;22;0.5mm;406;1,467;0,913;1,048;0,568;;fragment;PP;
Center North Atlantic Gyre;22;0.5mm;407;2,195;1,216;2,161;0,674;;fragment;PE;
Center North Atlantic Gyre;22;0.5mm;408;1,678;1,183;1,481;0,834;;fragment;PE;
Center North Atlantic Gyre;22;0.5mm;409;1,731;1,290;1,385;0,961;;fragment;PE;
Center North Atlantic Gyre;22;0.5mm;410;2,322;1,183;2,029;0,603;;fragment;PE;
Center North Atlantic Gyre;22;0.5mm;411;2,471;1,075;2,329;0,009;;film;PE;
Center North Atlantic Gyre;22;0.5mm;412;1,214;1,162;0,748;0,009;;film;PE;
Center North Atlantic Gyre;22;0.5mm;413;2,166;1,235;2,041;0,704;;fragment;PP;
Center North Atlantic Gyre;22;0.5mm;414;1,982;0,920;2,059;0,427;;fragment;PE;
Center North Atlantic Gyre;22;0.5mm;415;1,258;0,702;0,916;0,392;;fragment;PE;
Center North Atlantic Gyre;22;0.5mm;416;1,221;0,977;0,905;0,782;;fragment;PE;
Center North Atlantic Gyre;22;0.5mm;417;1,261;1,260;0,943;1,259;;fragment;PE;
Center North Atlantic Gyre;22;0.5mm;418;2,430;1,216;2,000;0,609;;fragment;PP;
Center North Atlantic Gyre;22;0.5mm;419;1,642;1,236;1,066;0,930;;fragment;PE;
Center North Atlantic Gyre;22;0.5mm;420;1,202;0,731;0,830;0,445;;fragment;PE;
Center North Atlantic Gyre;22;0.5mm;421;1,246;0,822;0,680;0,542;;fragment;PE;
Center North Atlantic Gyre;22;0.5mm;422;1,446;0,950;0,905;0,009;;film;PE;
Center North Atlantic Gyre;22;0.5mm;423;1,163;0,760;0,868;0,497;;fragment;PE;
Center North Atlantic Gyre;22;0.5mm;424;1,044;1,021;0,565;0,999;;fragment;PE;
Center North Atlantic Gyre;22;0.5mm;425;1,878;1,269;1,757;0,009;;film ;PE;
Center North Atlantic Gyre;22;0.5mm;426;1,651;1,184;0,973;0,009;;film ;PE;
Center North Atlantic Gyre;22;0.5mm;427;1,813;1,211;1,440;0,809;;fragment;PE;
Center North Atlantic Gyre;22;0.5mm;428;2,263;1,486;1,981;0,976;;fragment;PE;
Center North Atlantic Gyre;22;0.5mm;429;2,308;1,509;2,345;0,987;;fragment;PP;
Center North Atlantic Gyre;22;0.5mm;430;2,134;1,66;2,322;1,291;;fragment;PE;
Center North Atlantic Gyre;22;0.5mm;431;1,932;1,148;1,548;0,682;;fragment;PE;
Center North Atlantic Gyre;22;0.5mm;432;1,35;1,174;1,002;1,021;;fragment;PE;
Center North Atlantic Gyre;22;0.5mm;433;1,891;1,135;1,343;0,681;;fragment;PE;
Center North Atlantic Gyre;22;0.5mm;434;1,891;1,28;1,662;0,866;;fragment;PE;
Center North Atlantic Gyre;22;0.5mm;435;2,013;1,509;2,117;1,131;;fragment;PP;
Center North Atlantic Gyre;22;0.5mm;436;1,72;1,145;1,252;0,762;;fragment;PE;
Center North Atlantic Gyre;22;0.5mm;437;1,932;1,358;2,049;0,955;;fragment;PE;
Center North Atlantic Gyre;22;0.5mm;438;2,197;1,092;1,753;0,543;;fragment;PE;
Center North Atlantic Gyre;22;0.5mm;439;1,687;1,207;1,412;0,864;;fragment;PE;
Center North Atlantic Gyre;22;0.5mm;440;1,625;0,905;1,184;0,504;;fragment;PE;
Center North Atlantic Gyre;22;0.5mm;441;1,766;1,207;1,321;0,825;;fragment;PE;
Center North Atlantic Gyre;22;0.5mm;442;2,57;1,6;2,709;0,996;;fragment;PE;
Center North Atlantic Gyre;22;0.5mm;443;1,687;1,056;1,047;0,661;;fragment;PE;
Center North Atlantic Gyre;22;0.5mm;444;1,866;1,056;1,23;0,598;;fragment;PE;
Center North Atlantic Gyre;22;0.5mm;445;2,386;1,659;2,55;1,154;;fragment;PE;
Center North Atlantic Gyre;22;0.5mm;446;1,72;1,146;1,366;0,764;;fragment;PP;
Center North Atlantic Gyre;22;0.5mm;447;2,754;1,358;2,709;0,67;;fragment;PE;
Center North Atlantic Gyre;22;0.5mm;448;1,632;1,358;1,594;1,13;;fragment;PE;
Center North Atlantic Gyre;22;0.5mm;449;1,766;1,207;1,594;0,825;;fragment;PE;
Center North Atlantic Gyre;22;0.5mm;450;2,102;1,303;1,958;0,808;;fragment;PE;
Center North Atlantic Gyre;22;0.5mm;451;2,024;1,223;1,526;0,739;;fragment;PP;
Center North Atlantic Gyre;22;0.5mm;452;1,391;1,148;1,002;0,947;;fragment;PE;
Center North Atlantic Gyre;22;0.5mm;453;2,16;1,241;1,935;0,713;;fragment;PE;
Center North Atlantic Gyre;22;0.5mm;454;1,766;1,35;1,389;1,032;;fragment;PE;
Center North Atlantic Gyre;22;0.5mm;455;1,625;1,051;1,138;0,68;;fragment;PE;
Center North Atlantic Gyre;22;0.5mm;456;1,823;1,509;2,004;1,249;;fragment;PE;
Center North Atlantic Gyre;22;0.5mm;457;1,985;1,207;1,776;0,734;;fragment;PP;
Center North Atlantic Gyre;22;0.5mm;458;1,554;1,358;1,412;1,187;;fragment;PE;
Center North Atlantic Gyre;22;0.5mm;459;1,099;0,754;0,546;0,517;;fragment;PE;
Center North Atlantic Gyre;22;0.5mm;460;2,433;1,6;2,505;1,052;;fragment;PE;
Center North Atlantic Gyre;22;0.5mm;461;1,554;1,056;1,138;0,718;;fragment;PE;
Center North Atlantic Gyre;22;0.5mm;462;1,391;0,859;0,751;0,53;;fragment;PE;
Center North Atlantic Gyre;22;0.5mm;463;2,096;1,359;1,935;0,881;;fragment;PE;
Center North Atlantic Gyre;22;0.5mm;464;1,76;1,345;1,457;1,028;;fragment;PE;
Center North Atlantic Gyre;22;0.5mm;465;1,509;0,859;0,865;0,489;;fragment;PP;
Center North Atlantic Gyre;22;0.5mm;466;2,176;1,509;2,117;1,046;;fragment;PE;
Center North Atlantic Gyre;22;0.5mm;467;1,625;1,207;1,275;0,897;;fragment;PE;
Center North Atlantic Gyre;22;0.5mm;468;1,35;1,174;1,025;1,021;;fragment;PP;
Center North Atlantic Gyre;22;0.5mm;469;1,486;0,905;0,888;0,551;;fragment;PE;
Center North Atlantic Gyre;22;0.5mm;470;2,052;1,509;2,14;1,11;;fragment;PE;
Center North Atlantic Gyre;22;0.5mm;471;3,421;0,844;1,981;0,208;;fragment;PE;
Center North Atlantic Gyre;22;0.5mm;472;2,298;1,358;2,277;0,803;;fragment;PP;
Center North Atlantic Gyre;22;0.5mm;473;1,687;1,207;1,457;0,864;;fragment;PP;
Center North Atlantic Gyre;22;0.5mm;474;1,632;1,207;1,457;0,893;;fragment;PE;
Center North Atlantic Gyre;22;0.5mm;475;1,179;0,905;0,683;0,695;;fragment;PE;
Center North Atlantic Gyre;22;0.5mm;476;1,632;1,002;1,002;0,615;;fragment;PE;
Center North Atlantic Gyre;22;0.5mm;477;1,298;1,056;0,956;0,859;;fragment;PE;
Center North Atlantic Gyre;22;0.5mm;478;2,362;1,418;2,322;0,851;;fragment;;
Center North Atlantic Gyre;22;0.5mm;479;1,391;1,056;0,934;0,802;;fragment;;
Center North Atlantic Gyre;22;0.5mm;480;2,263;1,449;2,026;0,928;;fragment;;
Center North Atlantic Gyre;22;0.5mm;481;1,486;1,056;1,138;0,75;;fragment;;
Center North Atlantic Gyre;22;0.5mm;482;1,391;0,754;0,774;0,409;;fragment;;
Center North Atlantic Gyre;22;0.5mm;483;1,35;1,056;1,002;0,826;;fragment;;
Center North Atlantic Gyre;22;0.5mm;484;1,72;0,596;0,66;0,207;;fragment;;
Center North Atlantic Gyre;22;0.5mm;485;1,298;0,905;0,842;0,631;;fragment;;
Center North Atlantic Gyre;22;0.5mm;486;2,489;1,509;2,322;0,915;;fragment;;
Center North Atlantic Gyre;22;0.5mm;487;1,932;1,148;1,526;0,682;;fragment;;
Center North Atlantic Gyre;22;0.5mm;488;2,565;1,389;2,505;0,752;;fragment;;
Center North Atlantic Gyre;22;0.5mm;489;3,037;1,322;2,436;0,575;;fragment;;
Center North Atlantic Gyre;22;0.5mm;490;1,391;0,754;0,751;0,409;;fragment;;
Center North Atlantic Gyre;22;0.5mm;491;1,604;1,207;1,275;0,908;;fragment;;
Center North Atlantic Gyre;22;0.5mm;492;1,72;1,207;1,457;0,847;;fragment;;
Center North Atlantic Gyre;22;0.5mm;493;1,909;1,66;2,095;1,443;;fragment;;
Center North Atlantic Gyre;22;0.5mm;494;1,687;1,056;1,298;0,661;;fragment;;
Center North Atlantic Gyre;22;0.5mm;495;1,72;1,358;1,662;1,072;;fragment;;
Center North Atlantic Gyre;22;0.5mm;496;1,179;0,905;0,706;0,695;;fragment;;
Center North Atlantic Gyre;22;0.5mm;497;1,687;0,905;1,116;0,485;;fragment;;
Center North Atlantic Gyre;22;0.5mm;498;2,635;1,148;1,913;0,5;;fragment;;
Center North Atlantic Gyre;22;0.5mm;499;2,342;0,889;1,343;0,337;;fragment;;
Center North Atlantic Gyre;22;0.5mm;500;1,149;0,754;0,66;0,495;;fragment;;
Center North Atlantic Gyre;22;0.5mm;501;1,891;1,358;1,867;0,975;;fragment;;
Center North Atlantic Gyre;22;0.5mm;502;1,604;1,207;1,298;0,908;;fragment;;
Center North Atlantic Gyre;22;0.5mm;503;1,35;0,81;0,683;0,486;;fragment;;
Center North Atlantic Gyre;22;0.5mm;504;1,842;1,509;1,913;1,236;;fragment;;
Center North Atlantic Gyre;22;0.5mm;505;3,201;0,905;2,459;0,836;;fragment;;
Center North Atlantic Gyre;22;0.5mm;506;2,357;1,935;2,527;1,589;;fragment;;
Center North Atlantic Gyre;22;0.5mm;507;1,554;1,207;1,366;0,937;;fragment;;
Center North Atlantic Gyre;22;0.5mm;508;2,674;1,552;2,892;0,901;;fragment;;
Center North Atlantic Gyre;22;0.5mm;509;3,628;1,749;3,119;0,843;;fragment;;
Center North Atlantic Gyre;22;0.5mm;510;2,197;1,509;2,231;1,036;;fragment;;
Center North Atlantic Gyre;22;0.5mm;511;1,431;1,207;1,207;1,018;;fragment;;
Center North Atlantic Gyre;22;0.5mm;512;1,575;1,056;1,184;0,708;;fragment;;
Center North Atlantic Gyre;22;0.5mm;513;2,024;1,417;2,049;0,992;;fragment;;
Center North Atlantic Gyre;22;0.5mm;514;2,024;1,509;2,163;1,125;;fragment;;
Center North Atlantic Gyre;22;0.5mm;515;1,391;1,056;0,956;0,802;;fragment;;
Center North Atlantic Gyre;22;0.5mm;516;1,72;0,905;1,184;0,476;;fragment;;
Center North Atlantic Gyre;22;0.5mm;517;2,145;1,509;2,254;1,062;;fragment;;
Center North Atlantic Gyre;22;0.5mm;518;1,766;1,509;1,844;1,289;;fragment;;
Center North Atlantic Gyre;22;0.5mm;519;1,486;1,207;1,298;0,98;;fragment;;
Center North Atlantic Gyre;22;0.5mm;520;2,498;1,417;2,209;0,804;;fragment;;
Center North Atlantic Gyre;22;0.5mm;521;1,486;0,878;0,82;0,009;;film;;
Center North Atlantic Gyre;22;0.5mm;522;1,424;0,955;0,797;0,009;;film;;
Center North Atlantic Gyre;22;0.5mm;523;3,484;1,794;3,529;0,009;;film;;
Center North Atlantic Gyre;22;0.5mm;524;1,486;0,754;0,683;0,009;;film;;
Center North Atlantic Gyre;22;0.5mm;525;2,807;1,502;2,687;0,009;;film;;
Center North Atlantic Gyre;22;0.5mm;526;2,976;1,464;2,641;0,009;;film;;
Center North Atlantic Gyre;22;0.5mm;527;2,835;1,511;2,892;0,009;;film;;
Center North Atlantic Gyre;22;0.5mm;528;2,096;1,563;2,231;0,009;;film;;
Center North Atlantic Gyre;22;0.5mm;529;2,995;1,872;3,279;0,009;;film;;
Center North Atlantic Gyre;22;0.5mm;530;2,635;1,756;2,914;0,009;;film;;
Center North Atlantic Gyre;22;0.5mm;531;1,687;1,056;1,23;0,009;;film;;
Center North Atlantic Gyre;22;0.5mm;532;2,699;1,451;2,687;0,009;;film;;
Center North Atlantic Gyre;22;0.5mm;533;3,257;0,754;1,662;0,009;;film;;
Center North Atlantic Gyre;22;0.5mm;534;2,72;1,624;2,914;0,009;;film;;
Center North Atlantic Gyre;22;0.5mm;535;1,891;1,191;1,252;0,009;;film;;
Center North Atlantic Gyre;22;0.5mm;536;1,766;0,851;1,07;0,009;;film;;
Center North Atlantic Gyre;22;0.5mm;537;1,554;1,207;1,138;0,009;;film;;
Center North Atlantic Gyre;22;0.5mm;538;1,298;1,056;0,842;0,009;;film;;
Center North Atlantic Gyre;22;0.5mm;539;1,509;1,358;1,389;0,009;;film;;
Center North Atlantic Gyre;22;0.5mm;540;2,498;1,318;2,004;0,009;;film;;
Center North Atlantic Gyre;22;0.5mm;541;2,102;1,509;2,14;0,009;;film;;
Center North Atlantic Gyre;22;0.5mm;542;1,217;0,905;0,683;0,009;;film;;
Center North Atlantic Gyre;22;0.5mm;543;1,687;1,056;1,366;0,009;;film;;
Center North Atlantic Gyre;22;0.5mm;544;1,72;1,358;1,412;0,009;;film;;
Center North Atlantic Gyre;22;0.5mm;545;1,687;0,794;0,865;0,009;;film;;
Center North Atlantic Gyre;22;0.5mm;546;1,632;1,056;1,093;0,009;;film;;
Center North Atlantic Gyre;22;0.5mm;547;3,313;1,805;3,597;0,009;;film;;
Center North Atlantic Gyre;22;0.5mm;548;2,386;1,509;2,277;0,009;;film;;
Center North Atlantic Gyre;22;0.5mm;549;1,575;1,025;1,025;0,009;;film;;
Center North Atlantic Gyre;22;0.5mm;550;1,217;1,056;0,797;0,009;;film;;
Center North Atlantic Gyre;22;0.5mm;551;2,197;1,013;1,412;0,009;;film;;
Center North Atlantic Gyre;22;0.5mm;552;2,386;1,76;2,732;0,009;;film;;
Center North Atlantic Gyre;22;0.5mm;553;4,063;1,516;3,939;0,009;;film;;
Center North Atlantic Gyre;22;0.5mm;554;1,431;0,754;0,865;0,009;;film;;
Center North Atlantic Gyre;22;0.5mm;555;1,099;0,838;0,546;0,009;;film;;
Center North Atlantic Gyre;22;0.5mm;556;1,486;1,056;1,047;0,009;;film;;
Center North Atlantic Gyre;22;0.5mm;557;2,674;0,83;1,298;0,83;0,25;line;PE;
Center North Atlantic Gyre;22;5mm;558;7,842;0,83;4,394;0,83;0,25;line;PP;
Center North Atlantic Gyre;22;5mm;559;48,051;0,83;36,136;0,83;0,25;line;PE;
Center North Atlantic Gyre;22;5mm;560;10,389;0,83;11,32;0,83;0,25;line;PE;
Center North Atlantic Gyre;22;5mm;561;9,942;0,83;7,391;0,83;0,25;line;PE;
Center North Atlantic Gyre;22;5mm;562;21,487;0,83;10,651;0,83;0,25;line;PE;
Center North Atlantic Gyre;22;5mm;563;19,446;0,83;14,793;0,83;0,25;line;PE;
Center North Atlantic Gyre;22;5mm;564;33,026;0,83;26;0,83;0,25;line;PE;
Center North Atlantic Gyre;22;5mm;565;19,707;0,83;11,438;0,83;0,25;line;PE;
Center North Atlantic Gyre;22;5mm;566;23,097;0,83;23,574;0,83;0,25;line;PE;
Center North Atlantic Gyre;22;5mm;567;21,899;0,83;11,006;0,83;0,25;line;PE;
Center North Atlantic Gyre;22;5mm;568;9,077;0,83;7,107;0,83;0,25;line;PE;
Center North Atlantic Gyre;22;5mm;569;20,329;0,83;21,444;0,83;0,25;line;PE;
Center North Atlantic Gyre;22;5mm;570;22,121;0,83;13,45;0,83;0,25;line;PE;
Center North Atlantic Gyre;22;5mm;571;14,071;0,83;6,402;0,83;0,25;line;PE;
Center North Atlantic Gyre;22;5mm;572;11,314;0,83;7,811;0,83;0,25;line;PE;
Center North Atlantic Gyre;22;5mm;573;27,343;0,83;35,485;0,83;0,25;line;PP;
Center North Atlantic Gyre;22;5mm;574;9,004;0,83;19,686;0,83;0,25;line;PP;
Center North Atlantic Gyre;22;5mm;575;19,319;0,83;42,325;0,83;0,25;line;PP;
Center North Atlantic Gyre;22;5mm;576;5,08;0,83;1,065;0,83;0,25;line;PP;
