current,S,,N,L (mm),W (mm),A (mm),H (mm),H(>5mm),CSF (LxW),CSF (A),CSF(>5mm),D,category,PT,,,,,MATERIAAL OPTIES,,,,ANTWOORD OPTIES,,,POLYMER OPTIES,
Center North Atlantic Gyre,32,,6355,3.503,1.308,3.556,0.488,,0.228166253,0.258996845,,0.875,fragment,PP,,,,,,,,,,,,,
Center North Atlantic Gyre,32,,6356,2.929,2.230,4.680,1.698,,0.664321391,0.78481524,,0.875,fragment,PP,,,,,,,,,,,,,
Center North Atlantic Gyre,32,,6357,4.828,3.096,9.627,1.985,,0.513511928,0.639866181,,0.875,fragment,PP,,,,,,,,,,,,,
Center North Atlantic Gyre,32,,6358,2.340,1.923,3.254,1.580,,0.744980903,0.876060172,,0.875,fragment,PP,,,,,,,,,,,,,
Center North Atlantic Gyre,32,,6359,3.304,2.684,6.000,2.180,,0.732173,0.890121639,,0.875,fragment,PP,,,,,,,,,,,,,
Center North Atlantic Gyre,32,1mm (fs rest),6360,2.072,1.544,2.261,0.009,,0.004808171,0.00571937,,0.935,film,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,32,,6361,3.154,2.271,5.191,0.009,,0.003213357,0.003774617,,na,film,undetermined,,,,,,,,,,,,,
Center North Atlantic Gyre,32,,6362,4.116,1.989,6.925,0.009,,0.003005684,0.003268049,,0.935,film,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,32,,6363,4.958,2.664,6.430,0.009,,0.002366345,0.003391509,,na,film,*zein,,,,,,,,,,,,,
Center North Atlantic Gyre,32,,6364,3.617,1.436,3.483,0.009,,0.003773523,0.004608098,,0.935,film,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,32,,6365,3.333,2.062,4.143,0.009,,0.003280473,0.004225139,,0.935,film,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,32,,6366,2.799,2.271,4.284,0.009,,0.003411053,0.004155026,,0.935,film,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,32,,6367,2.909,1.826,3.615,0.009,,0.003731438,0.004523184,,na,film,*OM,,,,,,,,,,,,,
Center North Atlantic Gyre,32,,6368,4.023,0.250,2.806,0.250,,0.249284335,0.149243758,,0.935,line,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,32,,6369,2.031,1.707,2.352,1.435,,0.770522627,0.935488515,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,32,,6370,1.965,1.712,2.394,1.492,,0.813227036,0.964013005,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,32,0.5mm,6371,1.763,1.140,1.446,0.737,,0.519970624,0.613018024,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,32,,6372,1.877,1.137,1.469,0.689,,0.471459388,0.568258262,,na,fragment,unidentified,,,,,,,,,,,,,
Center North Atlantic Gyre,32,,6373,1.256,0.965,0.815,0.741,,0.673451789,0.821270424,,na,fragment,*PP,,,,,,,,,,,,,
Center North Atlantic Gyre,32,,6374,2.048,1.359,2.000,0.902,,0.54054799,0.637667031,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,32,,6375,2.248,1.316,2.431,0.009,,0.005000027,0.005515768,,na,film,*unidentified polymer,,,,,,,,,,,,,
Center North Atlantic Gyre,32,,6376,1.664,1.140,1.400,0.781,,0.567057755,0.660073599,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,32,,6377,1.460,1.289,1.262,0.009,,0.006268961,0.007655416,,na,film,*zein,,,,,,,,,,,,,
Center North Atlantic Gyre,32,,6378,1.417,0.877,0.892,0.009,,0.007714606,0.009105756,,na,film,unidentified,,,,,,,,,,,,,
Center North Atlantic Gyre,32,,6379,1.499,1.033,1.115,0.712,,0.572068498,0.67415782,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,32,,6380,1000.000,0.785,0.531,0.001,,2.1994E-05,0.000845653,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,32,,6381,1.897,1.403,1.746,1.038,,0.636041584,0.78528245,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,32,,6382,1.177,0.789,0.715,0.529,,0.548846388,0.62549598,,0.875,fragment,PP,,,,,,,,,,,,,
Center North Atlantic Gyre,32,,6383,1.336,0.965,0.923,0.697,,0.613876888,0.72551654,,0.875,fragment,PP,,,,,,,,,,,,,
Center North Atlantic Gyre,32,,6384,1.247,1.052,0.900,0.887,,0.774861226,0.935499956,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,32,,6385,1.339,1.084,0.985,0.878,,0.728405234,0.88421906,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,32,,6386,1.452,1.228,1.238,0.009,,0.006440446,0.007729264,,0.935,film,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,32,,6387,1.099,0.702,0.500,0.009,,0.00979109,0.012162237,,0.935,film,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,32,,6388,1.247,0.888,0.762,0.632,,0.600924303,0.724405923,,0.875,fragment,PP,,,,,,,,,,,,,
Center North Atlantic Gyre,32,,6389,1.140,0.877,0.708,0.675,,0.674748788,0.801821517,,0.875,fragment,PP,,,,,,,,,,,,,
Center North Atlantic Gyre,32,,6390,1.588,1.216,1.392,0.931,,0.670076852,0.789218095,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,32,,6391,1.222,0.877,0.808,0.629,,0.607984603,0.700200313,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,32,,6392,1.534,0.714,0.669,0.009,,0.008217442,0.010514422,,0.935,film,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,32,,6393,1.339,1.042,0.969,0.009,,0.00728072,0.008736482,,na,film,unidentified,,,,,,,,,,,,,
Center North Atlantic Gyre,32,line,6394,7.251,0.250,3.065,0.250,,0.185682533,0.142798869,,0.935,line,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,32,,6395,8.057,0.250,4.041,0.250,,0.176150274,0.124364258,,0.875,line,PP,,,,,,,,,,,,,
Center North Atlantic Gyre,32,,6396,4.621,0.250,3.083,0.250,,0.232595881,0.142381396,,0.935,line,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,32,,6397,9.416,0.250,5.544,0.250,,0.162943402,0.106176498,,0.875,line,PP,,,,,,,,,,,,,
Center North Atlantic Gyre,33,5mm,6398,5.000,3.200,na,2.048,1.200,0.512,na,0.300,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,33,,6399,5.000,3.000,na,1.800,1.000,0.464758002,na,0.258,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,33,,6400,10.500,7.000,na,4.667,0.800,0.544331054,na,0.093,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,33,,6401,8.500,3.500,na,1.441,1.000,0.264224861,na,0.183,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,33,,6402,7.000,4.500,na,2.893,1.000,0.515432395,na,0.178,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,33,,6403,5.000,4.500,na,4.050,1.000,0.853814968,na,0.211,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,33,,6404,7.000,6.000,na,5.143,1.000,0.793560086,na,0.154,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,33,,6405,8.000,7.000,na,6.125,0.700,0.818487553,na,0.094,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,33,,6406,9.000,7.000,na,5.444,1.500,0.685935525,na,0.189,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,33,,6407,4.000,4.000,na,4.000,1.200,1,na,0.300,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,33,,6408,5.000,4.500,na,4.050,0.300,0.853814968,na,0.063,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,33,,6409,5.000,5.000,na,5.000,0.700,1,na,0.140,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,33,,6410,4.000,4.500,na,5.063,1.500,1.193242693,na,0.354,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,33,,6411,5.500,3.500,na,2.227,1.500,0.507642568,na,0.342,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,33,,6412,6.000,3.000,na,1.500,0.800,0.353553391,na,0.189,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,33,,6413,6.500,4.500,na,3.115,1.500,0.576034819,na,0.277,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,33,,6414,12.000,10.000,na,0.009,0.009,0.000785069,na,0.001,0.935,film,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,33,,6415,6.000,4.000,na,2.667,1.000,0.544331054,na,0.204,0.875,fragment,PP,,,,,,,,,,,,,
Center North Atlantic Gyre,33,,6416,6.000,5.500,na,0.009,0.009,0.001497068,na,0.002,na,film,OB,,,,,,,,,,,,,
Center North Atlantic Gyre,33,2mm (FS),6417,4.844,3.593,11.396,2.665,,0.638821647,0.789467179,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,33,,6418,4.581,2.883,8.817,1.814,,0.499259717,0.611038497,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,33,,6419,4.103,3.062,8.757,2.285,,0.644696784,0.77220246,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,33,,6420,3.865,2.877,7.284,2.142,,0.642222542,0.793496941,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,33,,6421,3.185,2.668,5.615,2.235,,0.766680792,0.943164256,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,33,,6422,5.094,2.692,8.503,1.423,,0.384170641,0.487871087,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,33,,6423,4.692,3.028,9.172,1.954,,0.51843797,0.645240643,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,33,,6424,3.329,2.251,5.485,1.522,,0.556022735,0.649903505,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,33,,6425,6.193,1.827,8.592,0.539,,0.160234563,0.183877623,,0.875,fragment,PP,,,,,,,,,,,,,
Center North Atlantic Gyre,33,2mm (FS rest),6426,4.556,3.614,9.192,0.009,,0.002119398,0.00283657,,0.935,film,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,33,1mm (FS),6427,2.390,1.197,2.178,0.600,,0.354441344,0.40622015,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,33,,6428,2.326,1.396,2.172,0.838,,0.464957826,0.568500977,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,33,,6429,2.309,1.615,2.692,1.130,,0.584955583,0.688467736,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,33,,6430,2.481,1.751,3.041,1.236,,0.592910406,0.708659018,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,33,,6431,2.821,1.239,2.840,0.544,,0.291073274,0.322909154,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,33,,6432,2.548,2.013,3.675,1.590,,0.702209219,0.829582256,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,33,,6433,3.048,2.583,5.657,2.189,,0.780124946,0.920324027,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,33,,6434,1.985,1.503,1.893,1.138,,0.658866921,0.827145941,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,33,,6435,3.051,1.750,3.462,1.004,,0.434403946,0.5394738,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,33,,6436,2.929,2.096,4.456,1.500,,0.60535183,0.710543374,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,33,,6437,2.345,1.442,2.213,0.887,,0.482207122,0.596069591,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,33,,6438,3.828,2.195,5.834,1.259,,0.434204073,0.521091402,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,33,,6439,4.371,2.615,7.716,1.564,,0.462739241,0.563204959,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,33,,6440,3.648,2.110,5.095,1.220,,0.439887315,0.540677114,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,33,,6441,4.304,2.459,7.544,1.405,,0.431846495,0.511498018,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,33,,6442,2.567,1.534,2.793,0.917,,0.461954537,0.548516104,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,33,,6443,3.396,2.488,5.527,1.823,,0.627081577,0.775333124,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,33,,6444,2.702,2.049,3.852,1.554,,0.660366328,0.791690499,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,33,,6445,3.138,2.667,5.183,2.267,,0.783529071,0.995640347,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,33,,6446,2.345,1.744,2.609,1.297,,0.641365287,0.802995432,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,33,,6447,3.846,2.067,5.822,1.111,,0.39400052,0.460400273,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,33,,6448,2.631,1.686,3.491,1.080,,0.512985493,0.578254962,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,33,,6449,2.780,2.231,4.710,1.790,,0.718922642,0.824980895,,0.875,fragment,PP,,,,,,,,,,,,,
Center North Atlantic Gyre,33,,6450,3.552,2.483,5.669,1.736,,0.584461144,0.728999539,,0.875,fragment,PP,,,,,,,,,,,,,
Center North Atlantic Gyre,33,,6451,3.185,1.869,4.290,1.097,,0.449520805,0.529517747,,0.875,fragment,PP,,,,,,,,,,,,,
Center North Atlantic Gyre,33,,6452,2.177,1.434,2.462,0.945,,0.534608776,0.60199911,,0.875,fragment,PP,,,,,,,,,,,,,
Center North Atlantic Gyre,33,,6453,2.137,1.538,2.396,1.107,,0.610559116,0.715096647,,0.875,fragment,PP,,,,,,,,,,,,,
Center North Atlantic Gyre,33,,6454,3.009,1.876,4.426,1.170,,0.492284282,0.555952613,,0.875,fragment,PP,,,,,,,,,,,,,
Center North Atlantic Gyre,33,,6455,3.448,1.879,5.124,1.024,,0.402290044,0.452357445,,0.875,fragment,PP,,,,,,,,,,,,,
Center North Atlantic Gyre,33,,6456,1.689,1.537,1.911,1.399,,0.868093145,1.011783848,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,33,,6457,1.892,1.538,2.290,1.250,,0.732913641,0.826178326,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,33,,6458,2.955,1.789,3.947,1.083,,0.471063314,0.545167092,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,33,,6459,3.292,1.944,5.154,1.148,,0.453789718,0.505662197,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,33,,6460,3.235,2.230,5.432,1.537,,0.572329151,0.6595619,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,33,,6461,1.873,1.606,2.065,1.377,,0.793983807,0.958281881,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,33,,6462,1.937,1.538,2.189,1.221,,0.707522201,0.825391837,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,33,,6463,2.562,1.632,2.858,1.040,,0.508407026,0.614936216,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,33,,6464,2.146,1.615,2.402,1.215,,0.65285121,0.784203605,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,33,,6465,3.031,2.393,5.296,1.889,,0.701512063,0.82096657,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,33,,6466,4.123,1.846,5.296,0.827,,0.299590159,0.359150165,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,33,,6467,2.308,1.242,2.219,0.668,,0.394755952,0.448671761,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,33,,6468,2.547,1.769,3.095,1.229,,0.578826401,0.698387398,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,33,,6469,3.388,2.031,3.811,1.218,,0.464140839,0.62367304,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,33,,6470,3.016,2.269,4.556,1.707,,0.652536393,0.799734436,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,33,,6471,2.667,1.769,3.077,1.173,,0.540203291,0.668911869,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,33,,6472,3.360,1.769,4.053,0.931,,0.382017126,0.462623922,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,33,,6473,3.105,2.317,4.793,1.729,,0.644609414,0.789744752,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,33,,6474,2.176,1.510,2.302,1.048,,0.578065545,0.690625077,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,33,,6475,2.887,1.839,3.485,1.171,,0.508396343,0.627502244,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,33,,6476,2.972,2.327,4.680,1.822,,0.692821517,0.842211244,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,33,,6477,2.615,2.214,3.621,1.874,,0.779038435,0.985074955,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,33,,6478,1.878,1.480,1.917,1.166,,0.699599018,0.842396951,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,33,,6479,2.360,1.715,2.917,1.246,,0.619481273,0.729706192,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,33,,6480,3.271,2.371,5.373,1.719,,0.617129795,0.74143681,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,33,1mm (rest),6481,3.510,1.908,4.721,0.009,,0.003323194,0.003958052,,0.935,film,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,33,,6482,3.129,2.031,4.143,0.009,,0.003411463,0.004225139,,0.935,film,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,33,,6483,2.886,1.684,3.054,0.009,,0.00390103,0.00492112,,0.935,film,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,33,,6484,2.074,1.544,2.187,1.149,,0.642329423,0.777251284,,0.875,fragment,PP,,,,,,,,,,,,,
Center North Atlantic Gyre,33,,6485,2.271,1.337,1.857,0.787,,0.451722174,0.577616683,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,33,,6486,2.017,1.527,2.154,1.156,,0.658718269,0.787679108,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,33,,6487,1.755,1.544,2.162,1.358,,0.825192482,0.923824821,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,33,0.5mm,6488,1.027,0.439,0.323,0.188,,0.27947381,0.330184997,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,33,,6489,1.728,1.228,1.308,0.873,,0.59907603,0.763043195,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,33,,6490,2.628,1.303,2.200,0.646,,0.349123098,0.435564153,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,33,,6491,1.554,0.936,1.031,0.564,,0.467452247,0.555227989,,na,fragment,PP ,,,,,,,,,,,,,
Center North Atlantic Gyre,33,,6492,1.000,0.787,0.562,0.619,,0.698171471,0.826192612,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,33,,6493,1.825,1.083,1.492,0.643,,0.457139113,0.52615007,,na,fragment,PP ,,,,,,,,,,,,,
Center North Atlantic Gyre,33,,6494,1.588,0.614,0.708,0.009,,0.008709416,0.010220728,,na,film,PEP,,,,,,,,,,,,,
Center North Atlantic Gyre,33,,6495,0.894,0.685,0.400,0.525,,0.670701965,0.829876809,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,33,,6496,0.903,0.744,0.423,0.613,,0.747872868,0.942514276,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,33,,6497,0.945,0.526,0.354,0.293,,0.41527033,0.492082645,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,33,,6498,1.617,1.364,1.562,1.151,,0.774740975,0.920615337,,0.875,fragment,PP,,,,,,,,,,,,,
Center North Atlantic Gyre,33,,6499,1.703,0.877,1.215,0.452,,0.369553584,0.409728713,,0.875,fragment,PP,,,,,,,,,,,,,
Center North Atlantic Gyre,33,,6500,1.295,0.877,0.777,0.594,,0.557307307,0.673781231,,na,fragment,PP ,,,,,,,,,,,,,
Center North Atlantic Gyre,33,,6501,2.287,1.384,2.008,0.838,,0.470765782,0.591049918,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,33,line,6502,9.022,0.250,5.645,0.250,,0.166463336,0.105222359,,0.935,line,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,33,,6503,4.062,0.250,3.195,0.250,,0.248084736,0.13986356,,na,line,undetermined,,,,,,,,,,,,,
Center North Atlantic Gyre,33,,6504,9.416,0.250,6.645,0.250,,0.162943402,0.096982308,,0.935,line,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,34,5mm,6505,29.000,16.500,na,9.388,4.000,0.429169568,na,0.183,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,34,,6506,49.000,19.000,na,0.009,0.009,0.000281854,na,0.000,0.935,film,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,34,,6507,15.000,13.500,na,0.009,0.009,0.000604346,na,0.001,0.935,film,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,34,,6508,7.000,7.000,na,0.009,0.009,0.001228571,na,0.001,0.935,film,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,34,,6509,10.000,6.000,na,0.009,0.009,0.001110255,na,0.001,0.875,film,PP,,,,,,,,,,,,,
Center North Atlantic Gyre,34,,6510,7.500,4.000,na,2.133,1.500,0.389491596,na,0.274,0.875,fragment,PP,,,,,,,,,,,,,
Center North Atlantic Gyre,34,,6511,7.500,5.000,na,0.009,0.009,0.001404374,na,0.001,0.935,film,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,34,,6512,5.500,3.000,na,0.009,0.009,0.002117174,na,0.002,0.935,film,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,34,,6513,15.000,8.000,na,0.009,0.009,0.000785069,na,0.001,0.935,film,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,34,,6514,5.000,4.000,na,0.009,0.009,0.001923018,na,0.002,0.935,film,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,34,,6515,7.000,3.000,na,0.009,0.009,0.001876674,na,0.002,0.935,film,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,34,,6516,9.500,6.500,na,0.009,0.009,0.00109441,na,0.001,na,film,OB,,,,,,,,,,,,,
Center North Atlantic Gyre,34,2mm (FS),6517,4.073,2.725,7.846,1.823,,0.547240391,0.650870295,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,34,,6518,5.310,3.258,11.592,1.999,,0.480601186,0.587122133,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,34,,6519,5.647,3.517,10.982,2.190,,0.491509448,0.66097682,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,34,,6520,4.909,3.381,12.692,2.329,,0.571581558,0.653630453,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,34,,6521,5.749,2.684,12.160,1.253,,0.318996049,0.359340301,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,34,,6522,4.405,2.941,8.249,1.964,,0.545536317,0.683665217,,0.875,fragment,PP,,,,,,,,,,,,,
Center North Atlantic Gyre,34,,6523,5.931,2.779,9.396,1.302,,0.320730997,0.424793307,,0.875,fragment,PP,,,,,,,,,,,,,
Center North Atlantic Gyre,34,,6524,3.871,3.264,9.166,2.752,,0.774266498,0.909048809,,0.875,fragment,PP,,,,,,,,,,,,,
Center North Atlantic Gyre,34,2mm (FS rest),6525,5.251,3.472,13.350,0.009,,0.00201413,0.002353736,,0.935,film,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,34,1mm (FS),6526,2.360,1.715,2.917,1.246,,0.619481273,0.729706192,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,34,,6527,3.271,2.371,5.373,1.719,,0.617129795,0.74143681,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,34,,6528,1.689,1.537,1.911,1.399,,0.868093145,1.011783848,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,34,,6529,1.892,1.538,2.290,1.250,,0.732913641,0.826178326,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,34,,6530,2.955,1.789,3.947,1.083,,0.471063314,0.545167092,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,34,,6531,3.292,1.944,5.154,1.148,,0.453789718,0.505662197,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,34,,6532,3.235,2.230,5.432,1.537,,0.572329151,0.6595619,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,34,,6533,1.873,1.606,2.065,1.377,,0.793983807,0.958281881,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,34,,6534,1.937,1.538,2.189,1.221,,0.707522201,0.825391837,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,34,,6535,2.562,1.632,2.858,1.040,,0.508407026,0.614936216,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,34,,6536,2.146,1.615,2.402,1.215,,0.65285121,0.784203605,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,34,,6537,3.031,2.393,5.296,1.889,,0.701512063,0.82096657,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,34,,6538,4.123,1.846,5.296,0.827,,0.299590159,0.359150165,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,34,,6539,2.308,1.242,2.219,0.668,,0.394755952,0.448671761,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,34,,6540,2.547,1.769,3.095,1.229,,0.578826401,0.698387398,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,34,,6541,3.388,2.031,3.811,1.218,,0.464140839,0.62367304,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,34,,6542,3.016,2.269,4.556,1.707,,0.652536393,0.799734436,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,34,,6543,2.667,1.769,3.077,1.173,,0.540203291,0.668911869,,0.935,fragment,PE,,,,,,,,,,,,,
Center North Atlantic Gyre,34,,6544,3.360,1.769,4.053,0.931,,0.382017126,0.462623922,,0.935,fragment,PE,,,,,,,,,,,,,
