"current","sample","length","width","height_est","height_obs","category","poly_type","Two_dim","Film","Line"
"Center North Atlantic Gyre",21,7.273,4.774,0.009,NA,"Film","PP",1,1,0
"Center North Atlantic Gyre",21,6.36,3.577,0.009,NA,"Film","PE",1,1,0
"Center North Atlantic Gyre",21,7.143,3.793,0.009,NA,"Film","PE",1,1,0
"Center North Atlantic Gyre",21,4.209,3.448,0.009,NA,"Film","PE",1,1,0
"Center North Atlantic Gyre",21,1.279,1.086,0.922,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",21,1.907,1.5,1.18,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",21,1.38,1.034,0.775,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",21,1.738,1.388,1.108,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",21,4.495,3.779,3.177,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",21,3.935,3.226,2.645,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",21,4.24,3.61,3.074,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",21,3.554,2.741,2.114,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",21,5.41,3.6,2.396,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",21,5.07,2.758,1.5,NA,"Fragment","PP",0,0,0
"Center North Atlantic Gyre",21,4.265,2.758,1.783,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",21,5.647,4.731,0.009,NA,"Film","PE",1,1,0
"Center North Atlantic Gyre",21,6.034,3.654,0.009,NA,"Film","PE",1,1,0
"Center North Atlantic Gyre",21,3.347,2.758,2.273,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",21,4.793,3.628,2.746,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",21,4.098,2.946,2.118,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",21,4.144,2.546,0.009,NA,"Film","PE",1,1,0
"Center North Atlantic Gyre",21,3.855,3.169,0.009,NA,"Film","PE",1,1,0
"Center North Atlantic Gyre",21,7.273,4.774,0.009,NA,"Film","PP",1,1,0
"Center North Atlantic Gyre",21,6.36,3.577,0.009,NA,"Film","PE",1,1,0
"Center North Atlantic Gyre",21,7.143,3.793,0.009,NA,"Film","PE",1,1,0
"Center North Atlantic Gyre",21,4.209,3.448,0.009,NA,"Film","PE",1,1,0
"Center North Atlantic Gyre",21,1.97,1.615,1.324,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",21,2.336,1.775,1.349,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",21,1.558,1.194,0.915,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",21,3.044,2.239,1.647,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",21,3.077,1.742,0.009,NA,"Film","PE",1,1,0
"Center North Atlantic Gyre",21,3.974,1.782,0.799,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",21,2.008,1.642,1.343,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",21,3.117,2.604,2.175,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",21,5.942,2.985,0.009,NA,"Film","PE",1,1,0
"Center North Atlantic Gyre",21,5.406,2.38,0.009,NA,"Film","PE",1,1,0
"Center North Atlantic Gyre",21,3.918,2.353,0.009,NA,"Film","PE",1,1,0
"Center North Atlantic Gyre",21,2.278,1.791,0.009,NA,"Film","PE",1,1,0
"Center North Atlantic Gyre",21,2.67,1.939,0.009,NA,"Film","PE",1,1,0
"Center North Atlantic Gyre",21,3.94,2.318,1.364,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",21,2.278,1.642,1.184,NA,"Fragment","PP",0,0,0
"Center North Atlantic Gyre",21,1.493,1.194,0.955,NA,"Fragment","PP",0,0,0
"Center North Atlantic Gyre",21,3.273,2.836,2.457,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",21,2.36,1.642,1.142,NA,"Fragment","PP",0,0,0
"Center North Atlantic Gyre",21,3.918,2.802,2.004,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",21,3.384,2.945,2.563,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",21,2.752,1.933,1.358,NA,"Fragment","PP",0,0,0
"Center North Atlantic Gyre",21,2.153,1.54,1.102,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",21,4.274,2.136,1.068,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",21,5.29,2.687,1.365,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",21,5.53,2.388,1.031,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",21,3.354,2.431,1.762,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",21,4.06,2.348,1.358,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",21,3.077,2.388,1.853,NA,"Fragment","PP",0,0,0
"Center North Atlantic Gyre",21,2.691,1.642,1.002,NA,"Fragment","PP",0,0,0
"Center North Atlantic Gyre",21,3.983,2.687,1.813,NA,"Fragment","PP",0,0,0
"Center North Atlantic Gyre",21,3.692,2.239,1.358,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",21,6.154,2.789,1.264,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",21,3.022,2.027,1.36,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",21,3.337,2.577,1.99,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",21,4.139,2.914,2.052,NA,"Fragment","PP",0,0,0
"Center North Atlantic Gyre",21,5.425,2.29,0.967,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",21,3.695,2.491,1.679,NA,"Fragment","PP",0,0,0
"Center North Atlantic Gyre",21,2.407,1.493,0.926,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",21,2.607,1.847,1.309,NA,"Fragment","PP",0,0,0
"Center North Atlantic Gyre",21,1.888,1.343,0.955,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",21,3.731,2.388,1.528,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",21,3.943,2.446,1.517,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",21,2.484,2.18,1.913,NA,"Fragment","PP",0,0,0
"Center North Atlantic Gyre",21,3.731,2.785,2.079,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",21,2.36,1.791,1.359,NA,"Fragment","PP",0,0,0
"Center North Atlantic Gyre",21,3.436,2.824,2.321,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",21,2.063,1.419,0.976,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",21,1.511,1.216,0.979,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",21,1.352,0.949,0.666,NA,"Fragment","PP",0,0,0
"Center North Atlantic Gyre",21,1.388,0.791,0.451,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",21,1.912,1.211,0.767,NA,"Fragment","PP",0,0,0
"Center North Atlantic Gyre",21,1.999,1.102,0.608,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",21,1.476,1.179,0.942,NA,"Fragment","PP",0,0,0
"Center North Atlantic Gyre",21,1.339,1.08,0.871,NA,"Fragment","PP",0,0,0
"Center North Atlantic Gyre",21,1.814,0.991,0.541,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",21,1.698,1.043,0.641,NA,"Fragment","PP",0,0,0
"Center North Atlantic Gyre",21,1.829,0.986,0.532,NA,"Fragment","PP",0,0,0
"Center North Atlantic Gyre",21,1.633,1.098,0.738,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",21,1.189,0.968,0.788,NA,"Fragment","PP",0,0,0
"Center North Atlantic Gyre",21,1.766,0.694,0.009,NA,"Film","PE",1,1,0
"Center North Atlantic Gyre",21,2.179,1.32,0.009,NA,"Film","PE",1,1,0
"Center North Atlantic Gyre",21,1.29,1.147,1.02,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",21,3.014,1.047,0.364,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",21,2.552,1.328,0.009,NA,"Film","PE",1,1,0
"Center North Atlantic Gyre",21,2.568,1.296,0.654,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",21,2.165,1.792,1.483,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",21,1.55,1.123,0.814,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",21,1.55,1.167,0.879,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",21,1.297,0.962,0.714,NA,"Fragment","PP",0,0,0
"Center North Atlantic Gyre",21,1.676,1.435,1.229,NA,"Fragment","PP",0,0,0
"Center North Atlantic Gyre",21,1.958,1.004,0.515,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",21,2.319,1.109,0.53,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",21,1.809,1.205,0.009,NA,"Film","PE",1,1,0
"Center North Atlantic Gyre",21,1.337,1.063,0.009,NA,"Film","PP",1,1,0
"Center North Atlantic Gyre",21,1.291,0.796,0.491,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",21,1.712,1.083,0.685,NA,"Fragment","PP",0,0,0
"Center North Atlantic Gyre",21,1.185,0.856,0.618,NA,"Fragment","PP",0,0,0
"Center North Atlantic Gyre",21,7.85,0.25,0.25,NA,"Line","PE",1,0,1
"Center North Atlantic Gyre",21,3.76666666666667,0.25,0.25,NA,"Line","PP",1,0,1
"Center North Atlantic Gyre",21,2.22857142857143,0.25,0.25,NA,"Line","PE",1,0,1
"Center North Atlantic Gyre",21,55.5357142857143,0.25,0.25,NA,"Line","PE",1,0,1
"Center North Atlantic Gyre",21,31.9238095238095,0.25,0.25,NA,"Line","PE",1,0,1
"Center North Atlantic Gyre",21,23.5142857142857,0.25,0.25,NA,"Line","PE",1,0,1
"Center North Atlantic Gyre",21,15.8071428571429,0.25,0.25,NA,"Line","PE",1,0,1
"Center North Atlantic Gyre",21,26.0928571428571,0.25,0.25,NA,"Line","PE",1,0,1
"Center North Atlantic Gyre",21,42.5476190476191,0.25,0.25,NA,"Line","PE",1,0,1
"Center North Atlantic Gyre",21,24.5428571428571,0.25,0.25,NA,"Line","PE",1,0,1
"Center North Atlantic Gyre",21,31.6571428571429,0.25,0.25,NA,"Line","PE",1,0,1
"Center North Atlantic Gyre",21,54.0285714285714,0.25,0.25,NA,"Line","PE",1,0,1
"Center North Atlantic Gyre",21,12.1166666666667,0.25,0.25,NA,"Line","PE",1,0,1
"Center North Atlantic Gyre",21,30.952380952381,0.25,0.25,NA,"Line","PP",1,0,1
"Center North Atlantic Gyre",21,35.3333333333333,0.25,0.25,NA,"Line","PP",1,0,1
"Center North Atlantic Gyre",22,21,13,0.009,NA,"Film","PE",1,1,0
"Center North Atlantic Gyre",22,9,7.5,0.009,NA,"Film","PE",1,1,0
"Center North Atlantic Gyre",22,12,10,0.009,NA,"Film","PE",1,1,0
"Center North Atlantic Gyre",22,8,6,0.009,NA,"Film","PE",1,1,0
"Center North Atlantic Gyre",22,10,4,0.009,NA,"Film","PE",1,1,0
"Center North Atlantic Gyre",22,12,7,0.009,NA,"Film","PE",1,1,0
"Center North Atlantic Gyre",22,8,5,0.009,NA,"Film","PE",1,1,0
"Center North Atlantic Gyre",22,6,4,2.667,1,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",22,10.5,6.5,4.024,1,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",22,7,4,2.286,1,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",22,6,5,4.167,1,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",22,6.5,4,2.462,0.5,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",22,6,4,2.667,1,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",22,9,6,4,2,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",22,4,4,3.2,4,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",22,7.5,5.5,4.033,1,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",22,6.5,5,3.846,1.7,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",22,8,6,4.5,2,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",22,9,5,2.778,2,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",22,21,10,0.009,NA,"Film",NA,1,1,0
"Center North Atlantic Gyre",22,7,7,0.009,NA,"Film",NA,1,1,0
"Center North Atlantic Gyre",22,7,6,8.167,2,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",22,7,4,2.286,0.5,"Fragment","PP",0,0,0
"Center North Atlantic Gyre",22,9,1.5,0.009,NA,"Film","PP",1,1,0
"Center North Atlantic Gyre",22,9,3,0.009,NA,"Film","PE",1,1,0
"Center North Atlantic Gyre",22,8,5,0.009,NA,"Film","PE",1,1,0
"Center North Atlantic Gyre",22,14,6,0.009,NA,"Film","PE",1,1,0
"Center North Atlantic Gyre",22,7,4,2.286,1,"Fragment","PP",0,0,0
"Center North Atlantic Gyre",22,6,1,0.167,0.5,"Fragment","PP",0,0,0
"Center North Atlantic Gyre",22,4.495,3.779,3.177,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",22,3.935,3.226,2.645,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",22,4.24,3.61,3.074,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",22,3.554,2.741,2.114,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",22,5.41,3.6,2.396,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",22,5.07,2.758,1.5,NA,"Fragment","PP",0,0,0
"Center North Atlantic Gyre",22,4.265,2.758,1.783,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",22,5.647,4.731,0.009,NA,"Film","PE",1,1,0
"Center North Atlantic Gyre",22,6.034,3.654,0.009,NA,"Film","PE",1,1,0
"Center North Atlantic Gyre",22,3.347,2.758,2.273,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",22,4.793,3.628,2.746,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",22,4.098,2.946,2.118,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",22,4.144,2.546,0.009,NA,"Film","PE",1,1,0
"Center North Atlantic Gyre",22,3.855,3.169,0.009,NA,"Film","PE",1,1,0
"Center North Atlantic Gyre",22,7.273,4.774,0.009,NA,"Film","PP",1,1,0
"Center North Atlantic Gyre",22,6.36,3.577,0.009,NA,"Film","PE",1,1,0
"Center North Atlantic Gyre",22,7.143,3.793,0.009,NA,"Film","PE",1,1,0
"Center North Atlantic Gyre",22,4.209,3.448,0.009,NA,"Film","PE",1,1,0
"Center North Atlantic Gyre",22,3.592,2.011,0.009,NA,"Film","PE",1,1,0
"Center North Atlantic Gyre",22,4.438,1.939,0.009,NA,"Film","PE",1,1,0
"Center North Atlantic Gyre",22,3.048,2.308,0.009,NA,"Film","PE",1,1,0
"Center North Atlantic Gyre",22,3.111,2.174,0.009,NA,"Film","PE",1,1,0
"Center North Atlantic Gyre",22,2.143,1.85,0.009,NA,"Film","PE",1,1,0
"Center North Atlantic Gyre",22,3.023,2.339,0.009,NA,"Film","PE",1,1,0
"Center North Atlantic Gyre",22,3.965,2.527,1.611,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",22,2.375,2.153,1.952,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",22,3.074,2.337,1.777,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",22,2.262,1.692,1.266,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",22,2.617,1.893,1.369,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",22,3.523,2.359,1.58,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",22,2.993,2.239,1.675,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",22,2.236,1.923,1.654,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",22,2.409,1.647,1.126,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",22,1.859,1.462,1.15,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",22,1.923,1.458,1.105,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",22,2.687,1.616,0.972,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",22,2.78,1.692,1.03,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",22,2.355,1.904,1.539,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",22,1.946,1.484,1.132,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",22,2.512,2,1.592,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",22,2.204,1.529,1.061,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",22,2.679,1.914,1.367,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",22,3.721,1.884,0.954,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",22,2.732,1.587,0.922,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",22,3.965,2.308,1.343,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",22,3.772,1.692,0.759,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",22,2.433,1.904,1.49,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",22,3.731,2.212,1.311,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",22,2.647,2.231,1.88,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",22,2.749,2.385,2.069,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",22,3.406,2.238,1.471,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",22,1.948,1.632,1.367,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",22,2.128,1.763,1.461,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",22,2.314,1.506,0.98,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",22,2.548,1.679,1.106,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",22,2.512,2,1.592,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",22,2.283,1.623,1.154,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",22,1.784,1.231,0.849,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",22,4.391,1.785,0.726,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",22,3.947,2.339,1.386,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",22,2.314,1.611,1.122,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",22,2.512,2.02,1.624,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",22,1.796,1.281,0.914,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",22,2.855,1.533,0.823,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",22,3.172,1.775,0.993,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",22,4.929,2.146,0.934,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",22,2.515,1.846,1.355,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",22,3.36,2.437,1.768,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",22,3.063,2.15,1.509,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",22,2.172,1.686,1.309,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",22,4.135,2.291,1.269,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",22,3.34,2.692,2.17,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",22,2.345,1.994,1.696,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",22,2.031,1.399,0.964,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",22,3.009,2.077,1.434,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",22,2.203,1.374,0.857,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",22,1.754,1.538,1.349,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",22,3.845,2.479,1.598,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",22,2.463,1.874,1.426,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",22,3.687,2.443,1.619,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",22,2.137,1.607,1.208,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",22,2.504,1.933,1.492,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",22,2.896,2.154,1.602,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",22,2.62,2,1.527,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",22,2.571,1.577,0.967,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",22,3.542,2.538,1.819,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",22,2.2,1.849,1.554,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",22,2.629,1.923,1.407,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",22,2.54,2.092,1.723,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",22,3.321,2.424,1.769,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",22,2.053,1.514,1.117,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",22,2.243,1.615,1.163,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",22,3.696,1.755,0.833,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",22,2.093,1.385,0.916,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",22,1.946,1.652,1.402,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",22,3.832,2.226,1.293,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",22,2.58,1.75,1.187,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",22,3.101,2.23,1.604,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",22,2.548,1.816,1.294,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",22,1.873,1.61,1.384,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",22,2.355,1.72,1.256,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",22,4.366,2.692,1.66,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",22,2.305,1.538,1.026,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",22,2.959,2.017,1.375,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",22,2.828,2.491,2.194,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",22,2.112,1.907,1.722,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",22,3.304,1.813,0.995,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",22,3.546,2.579,1.876,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",22,1.796,1.36,1.03,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",22,2.657,1.977,1.471,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",22,2.774,1.434,0.741,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",22,2.483,1.755,1.24,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",22,4.332,2.53,1.478,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",22,2.36,1.847,1.446,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",22,3.721,2.064,1.145,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",22,2.786,2.176,1.7,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",22,5.363,2.69,1.349,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",22,2.88,2,1.389,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",22,1.961,1.632,1.358,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",22,2.52,1.154,0.528,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",22,1.517,1.308,1.128,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",22,3.264,2.103,1.355,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",22,3.664,2.121,1.228,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",22,2.929,2.351,1.887,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",22,2.647,1.869,1.32,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",22,11.2571428571429,0.25,0.25,NA,"Line","PE",1,0,1
"Center North Atlantic Gyre",22,8.15714285714286,0.25,0.25,NA,"Line","PE",1,0,1
"Center North Atlantic Gyre",22,1.951,1.43,1.048,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",22,1.951,1.448,1.075,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",22,2.812,1.42,0.717,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",22,2.603,1.875,1.351,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",22,1.885,1.213,0.781,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",22,1.878,1.323,0.932,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",22,1.591,1.299,1.061,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",22,2.651,1.434,0.776,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",22,2.034,1.36,0.909,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",22,2.219,1.814,1.483,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",22,2.072,1.434,0.992,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",22,1.536,1.211,0.955,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",22,2.092,1.611,1.241,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",22,1.825,1.57,1.351,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",22,1.438,1.085,0.819,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",22,1.346,1.103,0.904,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",22,1.929,1.42,1.045,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",22,1.683,1.323,1.04,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",22,2.233,1.794,1.441,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",22,1.257,0.993,0.784,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",22,2.233,1.654,1.225,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",22,2.409,1.505,0.94,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",22,5.00952380952381,0.25,0.25,NA,"Line","PE",1,0,1
"Center North Atlantic Gyre",22,2.421,1.544,0.009,NA,"Film","PE",1,1,0
"Center North Atlantic Gyre",22,2.36,1.727,0.009,NA,"Film","PE",1,1,0
"Center North Atlantic Gyre",22,11.2071428571429,0.25,0.25,NA,"Line","PE",1,0,1
"Center North Atlantic Gyre",22,4.48809523809524,0.25,0.25,NA,"Line","PE",1,0,1
"Center North Atlantic Gyre",22,2.376,1.975,0.009,NA,"Film","PE",1,1,0
"Center North Atlantic Gyre",22,3.551,2.692,0.009,NA,"Film",NA,1,1,0
"Center North Atlantic Gyre",22,2.449,1.315,0.009,NA,"Film","PE",1,1,0
"Center North Atlantic Gyre",22,3.354,1.782,0.009,NA,"Film",NA,1,1,0
"Center North Atlantic Gyre",22,1.973,1.508,0.009,NA,"Film","PE",1,1,0
"Center North Atlantic Gyre",22,3.751,2.086,0.009,NA,"Film","PE",1,1,0
